line_number,ground_truth,transcription,cer,wer,bwer,document_id,method
1,Albericus Wespuccius Laurentio,Albericus Veſpucius Laurentio,0.1,0.3333333333333333,0.3333333333333333,7474185,gemini
2,Petri Francisci de Medicis vil gruͤß.,Petri franciſci de Medicis vil gruſs.,0.10810810810810811,0.3333333333333333,0.3333333333333333,7474185,gemini
3,N vergangnen tagen hab ich dir eben wit geschri¬,¶ ꝛ vergangnen tage hab ich dir ebe mit geſchri,0.16666666666666666,0.6666666666666666,0.6666666666666666,7474185,gemini
4,ben von miner widerfart von den nuwen lant,ben von m̃ner widerfart von den nůwen lant,0.047619047619047616,0.25,0.25,7474185,gemini
5,schafften die ich mit Classen versambneter schif-,bert von miner verſātt. Von den̄ ſchafften die ich mit Claſſen verſambneter ſchif,0.7959183673469388,1.4285714285714286,1.4285714285714286,7474185,gemini
6,fen mit schwerem kosten von gebot des Durchlichtigo¬,ſen mit ſchwerem koſten von gebot des Durchlúchtigoz,0.09615384615384616,0.5,0.5,7474185,gemini
7,sten Rünigs von portigal durchsuͤcht haben vnd funten,"ſten mit ſchwerem koſten den genzē das Landt/
ſten Künigs von portigal durchſucht haben vnd fundē",0.9811320754716981,1.375,1.5,7474185,gemini
8,"Sie man mag die Nuwen welt nennen, So by vnsern",Die man mag die Lurnen welt nennen/ So by vnſern,0.1276595744680851,0.4,0.4,7474185,gemini
9,vorfarn vettern dauon keyn wissen gewesen / vnd allen,"Die man mag die ſ. ſunderſz noch nennen/
vozſarn vettern dauon keyn wiſſen geweſen/vnd allen dē",0.9622641509433962,1.4444444444444444,1.3333333333333333,7474185,gemini
10,"die solichs hoͤren eyn aller ding nuws sy, Sunder ouch",die ſolichs hören eyn aller ding nuws ſy/ Sunder ouch,0.09259259259259259,0.3,0.3,7474185,gemini
11,das alle wenung vnßer eltern über trúfft so doch der mer,Das alle wemung vnſer eltern über trüfft ſo doch der mer,0.08928571428571429,0.45454545454545453,0.45454545454545453,7474185,gemini
12,"teyl der selben spricht, das über die glichmitnechtige ly¬","Das alle vbenung vnſer ſeelen noch ſtrafft doch,
teyl der ſelben ſpricht/ das vber die glichmütnechtige ly",0.9482758620689655,1.4444444444444444,1.4444444444444444,7474185,gemini
13,nien genant Equinoctialis. vn̄ gegen mittag keyn wonnge,niem genant Equinoctialis.vn gege mittag teyn moning,0.14545454545454545,0.75,0.75,7474185,gemini
14,s litten suͤnder alleyn ꝺzgros mer inhalten / Das sy nenne,ůlitten ſunder alleyn dʒgroſ mēinhalte/ Das ſy nenne,0.22413793103448276,0.7272727272727273,0.7272727272727273,7474185,gemini
15,das Attlandisch mer/ Und ob yemand der selbe wonun,Das Atlantisch mer/ Vnd ob yemant der ſelbe wonun,0.12,0.5555555555555556,0.5555555555555556,7474185,gemini
16,gen daselbs syn geredt so habem sy doch vß vil sachen das,gen daſelbs ſyn geredt ſo habe ſy doch vß vil ſachen das,0.10526315789473684,0.5,0.5,7474185,gemini
17,"da wonhafftig land vnd ertrich sy widerredt, Aber dz so","gen daſelbs ſyn gelegen ſo muſs ſy doch liden
Sa wonhafftig land vnd errich ſy widerredt/ Aber dz ſo",0.9090909090909091,1.3,1.4,7474185,gemini
18,lich ir wenen falsch vn der worheit widerig sy in alle weg,"da wonhafftig land vnd ſtette/ ſy widerwertig/ da
lich ir nemen falſch vñ der worheit widerig ſy in alle weg",0.9482758620689655,1.0,1.0,7474185,gemini
19,"hat diß min leste schiffung bewyft, So ich in den selben",hat diſß min iſte ſchiffung Beweyſt/ Ꝃo ich in den ſelben,0.19642857142857142,0.5454545454545454,0.5454545454545454,7474185,gemini
20,gegnugen gegen mittag menschliche inwonung funden,gegnügen gegen mittag menſchliche inwonung funden,0.04081632653061224,0.3333333333333333,0.3333333333333333,7474185,gemini
21,hab mit vil volcks vnd vil thieren bewert / den vnser euro,hab mit vil volcks vnd vil thieren bewert/ Den̄ vnſer euro,0.06896551724137931,0.3333333333333333,0.3333333333333333,7474185,gemini
22,"pa oder Asiam oder Affricam, vnnd so vil me gesunden",pa oder Aſiam oder Aſſricam/ vnnd ſo vil me gefunden,0.11538461538461539,0.4,0.4,7474185,gemini
23,temperierten lufft schon vnd luter me vnd lustiger denn,temperierten lufft ſchon vnd luterer me vnd luſtiger denn,0.07272727272727272,0.3333333333333333,0.3333333333333333,7474185,gemini
24,in eynicher andern lantschafft die wir wissen/ Als du har,in eynicher andern lantſchafft die wir wiſſen/ Als du hat,0.07017543859649122,0.3,0.3,7474185,gemini
25,nach sehen vnd verstan würst so ich kurtz die obern̄ ding,nach ſehen vnd verkan würſt ſo ich kurn die obern ding,0.14035087719298245,0.5454545454545454,0.5454545454545454,7474185,gemini
26,beschriben vnd die ding so vermerckens vnd gedechtniß,Beſchriben vnd die ding ſo vermer ſtens vnd gedechtnuß,0.1320754716981132,0.625,0.625,7474185,gemini
27,aller würdigest vn von mir gesehen oder gehort in dißer,"berjachen vnd die ding ſo kumen ſeine die geſchehen
aller nuͤtzigeſt von von mir geſehen oder gehoͤrt in diſer",1.1272727272727272,1.4,1.4,7474185,gemini
28,nuwen welt sind/ Als harnach gezeygt würt-,nüweren welt ſind/ Als harnach gezeÿgt würt,0.14285714285714285,0.5714285714285714,0.5714285714285714,7474185,gemini
29,Z,zē,2.0,1.0,1.0,7474185,gemini
