line_number,ground_truth,prediction,transkribus,cer,wer,bwer
1,Alberics Ueſpuccius Laurentio,Albericus Veſpuccius Laurentio,Albericus Wespuccius Laurentio,0.06896551724137931,0.6666666666666666,0.6666666666666666
2,Petri Franciſci de Medicis vil gruͦß.,Petri Franciſci de Medicis vil gruͤß.,Petri Francisci de Medicis vil gruͤß.,0.02702702702702703,0.16666666666666666,0.16666666666666666
3,N vergangnen tagē hab ich dir ebē wit geſchri¬,N vergangnen tagē hab ich dir ebē mit geſchri¬,N vergangnen tagen hab ich dir eben wit geschri¬,0.021739130434782608,0.3333333333333333,0.3333333333333333
4,ben von miner widerfart von den nüwen lant¬,ben von miner widerfart von den nuwen lant,ben von miner widerfart von den nuwen lant,0.046511627906976744,0.25,0.25
5,ſchafften die ich mit Claſſen verſambneter ſchif,ſchafften die ich mit Claſſen verſambneter ſchif-,schafften die ich mit Classen versambneter schif-,0.020833333333333332,0.14285714285714285,0.14285714285714285
6,fen mit ſchwerem koſten von gebot des Durchlichtigo¬,ſen mit ſchwerem koſten von gebot des Durchlichtigo¬,fen mit schwerem kosten von gebot des Durchlichtigo¬,0.019230769230769232,0.125,0.125
7,ſten Künigs von portigal durchſuͦcht haben vnd fundē,ſten Künigs von portigal durchſuͤcht haben vnd funten,sten Rünigs von portigal durchsuͤcht haben vnd funten,0.07692307692307693,0.25,0.25
8,Die man mag die Nuwen welt nennen/ So by vnſern̄,Sie man mag die Nuwen welt nennen/ So by vnsern,Sie man mag die Nuwen welt nennen  So by vnsern,0.0625,0.2,0.2
9,vorfarn̄ vettern̄ dauon keyn wiſſen geweſen/ vnd allen dē,vorfarn vettern dauon keyn wiſſen geweſen/ vnd allen,vorfarn vettern dauon keyn wissen gewesen / vnd allen,0.08771929824561403,0.3333333333333333,0.3333333333333333
10,die ſolichs hoͤren eyn aller ding nuws ſy/ Sunder ouch,die ſolichs hoͤren eyn aller ding nuws ſy/ Suͤnder ouch,die solichs hoͤren eyn aller ding nuws sy  Sunder ouch,0.018518518518518517,0.1,0.1
11,das alle wenung vnßer eltern über trüfft ſo doch der mer,das alle wenung vnßer eltern über trúfft ſo doch der mer,das alle wenung vnßer eltern über trúfft so doch der mer,0.017857142857142856,0.09090909090909091,0.09090909090909091
12,teyl der ſelben ſpricht/ das über die glichmitnechtige ly¬,teyl der ſelben ſpricht/ das über die glichmitnechtige ly¬,teyl der selben spricht  das über die glichmitnechtige ly¬,0.0,0.0,0.0
13,nien genant Equinoctialis. vn̄ gegē mittag keyn wonūg,nien genant Equinoctialis. vn̄ gegē mittag keyn wonnge,nien genant Equinoctialis. vn̄ gegen mittag keyn wonnge,0.03773584905660377,0.25,0.25
14,d̓ litten ſunder alleyn dz groſ mer inhaltē/ Das ſy nennē,s litten suͤnder alleyn ꝺzgros mer inhalten/ Das sy nenne,s litten suͤnder alleyn ꝺzgros mer inhalten / Das sy nenne,0.19298245614035087,0.6363636363636364,0.6363636363636364
15,das Attlandiſch mer/ Und ob yemand der ſelbē wonun,das Attlandisch mer/ Und ob yemand der ſelbe wonun,das Attlandisch mer/ Und ob yemand der selbe wonun,0.04,0.2222222222222222,0.2222222222222222
16,gen daſelbs ſyn geredt ſo habē ſy doch vß vil ſachen das,gen daselbs ſyn geredt ſo habē ſy doch vß vil ſachen das,gen daselbs syn geredt so habem sy doch vß vil sachen das,0.017857142857142856,0.08333333333333333,0.08333333333333333
17,da wonhafftig land vnd ertrich ſy widerredt/ Aber dz ſo,da wonhafftig land vnd ertrich ſy widerredt  Aber dz ſo,da wonhafftig land vnd ertrich sy widerredt  Aber dz so,0.01818181818181818,0.1,0.1
18,lich ir wenen falſch vn̄ der worheit widerig ſy in alle weg,lich ir wenen falſch vn der worheit widerig ſy in alle weg,lich ir wenen falsch vn der worheit widerig sy in alle weg,0.01694915254237288,0.08333333333333333,0.08333333333333333
19,hat diß mindeſte ſchiffung bewyßt/ So ich in den ſelben,hat diß min leste schiffung bewyſt/ So ich in den selben,hat diß min leste schiffung bewyft  So ich in den selben,0.10909090909090909,0.5,0.5
20,gegnūgen gegen mittag menſchliche inwonung funden,gegnugen gegen mittag menschliche inwonung funden,gegnugen gegen mittag menschliche inwonung funden,0.04081632653061224,0.3333333333333333,0.3333333333333333
21,hab mit vil volcks vnd vil thieren bewert/ den̄ vnſer euro,hab mit vil volcks vnd vil thieren bewert/ den vnser euro,hab mit vil volcks vnd vil thieren bewert / den vnser euro,0.034482758620689655,0.18181818181818182,0.18181818181818182
22,pa oder Aſiam oder Affricam/ vnnd ſo vil me geſunden,pa oder Aſiam oder Affricam/ vnnd ſo vil me geſunden,pa oder Asiam oder Affricam  vnnd so vil me gesunden,0.0,0.0,0.0
23,temperierten lufft ſchon vnd luter me vnd luſtiger denn,temperierten lufft ſchon vnd luter me vnd luſtiger denn,temperierten lufft schon vnd luter me vnd lustiger denn,0.0,0.0,0.0
24,in eynicher andern lantſchafft die wir wiſſen/ Als du har,in eynicher andern lantschafft die wir wiſſen/ Als du har,in eynicher andern lantschafft die wir wissen/ Als du har,0.017543859649122806,0.1,0.1
25,nach ſehen vnd verſtan würſt ſo ich kurtz die obern̄ ding,nach ſehen vnd verſtan würſt ſo ich kurtz die obern̄ ding,nach sehen vnd verstan würst so ich kurtz die obern̄ ding,0.0,0.0,0.0
26,beſchriben vnd die ding ſo vermerckens vnd gedechtniß,beschriben vnd die ding ſo vermerckens vnd gedechtnuß,beschriben vnd die ding so vermerckens vnd gedechtniß,0.03773584905660377,0.25,0.25
27,aller würdigeſt vn̄ von mir geſehen oder gehoͤrt in dißer,aller würdigest vn von mir geſehen oder gehort in dißer,aller würdigest vn von mir gesehen oder gehort in dißer,0.05263157894736842,0.3,0.3
28,nüwen welt ſind/ Als harnach gezeygt würt.,nuwen welt ſind/ Als harnach gezeygt würt·,nuwen welt sind/ Als harnach gezeygt würt-,0.047619047619047616,0.2857142857142857,0.2857142857142857
29,,Z[extra],Z,1.0,1.0,1.0
