line_number,ground_truth,prediction,transkribus,cer,wer,bwer
1,cher verderbung ſchiffbruchē was liplicher vnfuͦrē wyr,cher verdersung ſchiffbruchē was liplicher vnfuͤrē wyr,cher verdersung schiffbruchen was liplicher vnfuͤren wyr,0.037037037037037035,0.42857142857142855,0.42857142857142855
2,gelitten habē/ Und mit was angſtē vnſers gemuͤtes wir,gelitten haben/ End mit was angſten vnsers gemuͤtes wir,gelitten haben / End mit was angsten vnsers gemuͤtes wir,0.11320754716981132,0.4444444444444444,0.4444444444444444
3,gearbeit habē/ mein ich/ gib ich denen ze bedenckē die vß,gearbeit habę/ mein ich / gib ich denen ze bedencken die vß,gearbeit habę/ mein ich / gib ich denen ze bedencken die vß,0.07017543859649122,0.36363636363636365,0.36363636363636365
4,vil dingen erfarūg wol wiſſen/ waſda ſie vngewiſſe ding,vil dingen erfarung wol wiſſen/ wasda ſie vngewiſſe ding,vil dingen erfarumg wol wissen / wasda sie vngewisse ding,0.05454545454545454,0.2222222222222222,0.2222222222222222
5,ſuͦchen/ vnnd nit wiſſen ob die ſien zuͦ erfaren/ Und das,ſuchen/vnnd nit wiſſen ob die ſien zu erfaren/ Und das,suchen vnnd nit wissen ob die sien zu erfaren  Und das,0.05263157894736842,0.2727272727272727,0.2727272727272727
6,ich mit eynem wort alle ding begriffe/ ſolt du wiſſen das,ich mit eynem wort alle ding begriffe/ solt du wiſſendas,ich mit eynem wort alle ding begriffe  solt du wissendas,0.03508771929824561,0.2727272727272727,0.2727272727272727
7,in Sechtzig tagen vnnd ſiben tagen die wir ſchiffeten,in Sechtzig tagen vnnd ſiben tagen die wir ſchiffeten,in Sechtzig tagen vnnd siben tagen die wir schiffeten,0.0,0.0,0.0
8,vier vnd viertzig tag on vnderlaß an einander gehept ha,vier vnd viertzig tag on vnderlaß an einander gehept ha,vier vnd viertzig tag on vnderlaß an einander gehept ha,0.0,0.0,0.0
9,ben mit regen tonnern vnd blitzgen ſo gar finſter dz wir,ben mit regen tonnern vnd Blitzgen ſo gar finſter dz wir,ben mit regen tonnern vnd Elitzgen so gar finster dz wir,0.017857142857142856,0.09090909090909091,0.09090909090909091
10,weder Sonnē im tag noch liechtē hymel in der nacht nie,weder Sōnne im tag noch liechte hymel in der nacht nie,weder Sonnen im tag noch liechten hymel in der nacht nie,0.05555555555555555,0.18181818181818182,0.18181818181818182
11,geſehen haben/ Da von ſo geſchach dz vns ſolicher groſ¬,gesehen haben. Da von ſo geſchach dz vns ſolicher gros¬,gesehen haben. Da von so geschach dz vns solicher gros¬,0.05454545454545454,0.3,0.3
12,ſer ſchrecken infiel dz wir gar nach alle hoffnung vnſers,ſer ſchrecken infiel dz wir gar nach alle hoffnung vnsers,ser schrecken infiel dz wir gar nach alle hoffnung vnsers,0.017543859649122806,0.1,0.1
13,lebens hinwurffen/ In ſoͤlichen angſten dennoch vn̄ ſo,lebens hinwurffen/ In ſoͤlichen angſten dennoch vn ſo,lebens hinwurffen  In sölichen angsten dennoch vn so,0.018518518518518517,0.125,0.125
14,wüetungen des mers vnnd des hymels gefiel dem hoch,rūetungen des mers vnnd des hymels gefiel dem hoch,wuetungen des mers vnnd des hymels gefiel dem hoch,0.04,0.1111111111111111,0.1111111111111111
15,ſten gott vns ze zoigen ingewont ertrich vnnd nüw lant,ſten gott vns zezoigen ingewont ertrich vnnd niiw lant,sten gott vns zezoigen ingewont ertrich vnnd niiw lant,0.05555555555555555,0.3,0.3
16,ſchafften vnd ein vnbekante welt/ Das wir nach der ſel¬,ſchafften vnd ein vnbekante welt/ Das wir nach der ſel¬,schafften vnd ein vnbekante welt  Das wir nach der sel¬,0.0,0.0,0.0
17,ben bſehung mit ſo groſſen freiden durchgoſſen ſynd als,ben Bſehung mit ſo groſſen freiden durchgoſſen ſynd als,ben bsehung mit so grossen freiden durchgossen synd als,0.01818181818181818,0.1111111111111111,0.1111111111111111
18,yemant wol bedencken mag/ wie gewonlich denen geſchi,yemant wol bedencken mag/ wie gewonlich denen geſchi,yemant wol bedencken mag / wie gewonlich denen geschi,0.0,0.0,0.0
19,cht die vß vil mengerley betrüpnüßen vnd vnfal vnd vß,cht die vß vil mengerley Betrüpnuſſen vnd vnfal vnd vß,cht die vß vil mengerley betrüpnußen vnd vnfal vnd vs,0.07547169811320754,0.1,0.1
20,widerſpeningen glück verheilet vnd funden/ vn̄ eruolgt,widerspeningen glück verheilet vnd funden/vn̄ ernolgt,widerspeningen glück verheilet vnd funden / vn̄ ernolgt,0.05555555555555555,0.5714285714285714,0.5714285714285714
21,haben/ Alſo an dē Sibenden tag des monats Ouguſten,haben Alſo an de Sibenden tag des monats Auguſten,haben. Also an de Sibenden tag des monats Ougusten,0.06,0.3333333333333333,0.3333333333333333
22,Thuſent finffhūdert vn̄ ein ior/ In d̓ gemeltē lātſchafftē,Thusent finffhūdert vn ein ior/ In̄ 8 gemelte lantschaffe,Thusent finffhūdert vn ein ior / In  8 gemelten lantschafften,0.1896551724137931,0.6666666666666666,0.6666666666666666
23,ſtaden vnd zuͦlendung wurffen wir die encker in/ got vn,ſtaden vnd zūlendung wurffen wir die encker in/ got vn,staden vnd zuͤlendung wurffen wir die encker in/ got vn,0.03636363636363636,0.1,0.1
