line_number,ground_truth,prediction,transkribus,cer,wer,bwer
1,ſy nie me wüſſen den̄ von den ſtetten vnd landen die ſye,ſy nit me wüſſen den von den ſtettē vnd landen die ſye,sy nit me wüssen den von den stetten vnd landen die sye,0.07142857142857142,0.25,0.25
2,offt vn̄ dick bygeſchiffet vn̄ erfaren hatten/ Und als vns,offt vn dick bygeschiffet vn erfaren hatten. Und als vns,offt vn dick bygeschiffet vn erfaren hatten. Und als vns,0.06896551724137931,0.4,0.4
3,an dem ende der egemelt wynckel eyn krūme erzoͤigt des,an dem ende der egemelt wynckel eyn krůme erzoͤigt des,an dem ende der egemelt wynckel eyn krůme erzoͤigt des,0.018518518518518517,0.1,0.1
4,landſtaden gegen mittag wurden wür eyns ſolichs für¬,landſtaden gegen mittag wurden wir eyns ſolichs für¬,landstaden gegen mittag wurden wir eyns solichs für¬,0.019230769230769232,0.125,0.125
5,faren vnd ze erkunden was in den ſelben groſſen landen,faren vnd ze erkunden was in den selben groſſen landen,faren vnd ze erkunden was in den selben grossen landen,0.018518518518518517,0.1,0.1
6,were/ Und ſchifften alſo nach dem ſtaden by Sechſhun,were/ Und ſchifften alſo nach dem ſtaden by Sechſhun,were  Und schifften also nach dem staden by Sechshun,0.0,0.0,0.0
7,dert mylen wegs vnd zuͦm dickern̄ mal/ kamen wür vnd,dert mylen wegs vnd zuͤm dickern mal/ kamen wijr vnd,dert mylen wegs vnd zuͤm dickern mal/ kamen wijr vnd,0.07692307692307693,0.3,0.3
8,giengen zelande beſprachtē vnd beredten wir vn̄ bewon,giengen zelande besprachte vnd beredten wir vn̄ bewon,giengen zelande besprachten vnd beredten wir vn bewon,0.03773584905660377,0.125,0.125
9,ten mit den inwonern̄ vnd lantſlüten der ſelben regionē,ten mit den inwonern vnd lantsluten der ſelben regionē,ten mit den inwonern vnd lantsluten der selben regionen,0.05454545454545454,0.3333333333333333,0.3333333333333333
10,vnd wurden guͤtlich vnd bruͤderlich von inen empfangē,vnd wurden guͤtlich vnd Bruͤderlich von inen empfangē,vnd wurden guͤtlich vnd bruͤderlich von inen empfangen,0.018867924528301886,0.25,0.25
11,vnd blyben etwan dick fünffzehen oder zweintzig tag by,vnd blyben etwan dick fuͤnffzehen oder zweintzig tag by,vnd blyben etwan dick funffzehen oder zweintzig tag by,0.037037037037037035,0.1111111111111111,0.1111111111111111
12,ienen ſtets vn̄ früntlich als liebe geſte mit ynen redende,ienen ſtets vn̄ frůntlich als liebe geſte mit ynen redende,ienen stets vn̄ fruntlich als liebe geste mit ynen redende,0.017241379310344827,0.1,0.1
13,als du harnach vermercken würſt/ ye doch ſo iſt diſer be,als du harnach vermercken würtſt/ ye doch ſo iſt diſer be,als du harnach vermercken würst/ ye doch so ist diser be,0.017857142857142856,0.09090909090909091,0.09090909090909091
14,wonten lantſchafft teyl in der krummen ſchnuͦr Dorrida,roonten lantschafft teyl in der krummen ſchnuͤr Sorrida.,wonten lantschafft teyl in der krummen schnuͤr Sorrida,0.1111111111111111,0.5,0.5
15,zona innerthalb der lynien equinoctialem gegē dē hymel,zona innerthalb der linien equinoctialem gege de hymel,sona innerthalb der lanien equinoctialem gege de hymel,0.05555555555555555,0.375,0.375
16,gegent Antarticuſ den ſin anfang hept an im achtē grad,gegene Antarticus den ſin anfang hept an im achte grad,gegent Antarticus den sin anfang hept an im achte grad,0.05555555555555555,0.3,0.3
17,über die equinoctial/ Nach diſem landſſtaden ſchiffeten,über die equinoctial/ Nach disem landsstaden ſchiffeten,über die equinoctial / Nach disem landsstaden schiffeten,0.05454545454545454,0.2857142857142857,0.2857142857142857
18,wir ſo lang das wir über vnd für fuͦren des Steinbocks,wir ſo lang das wir über vnd für fiͤren des Steinbocks,wir so lang das wir über vnd für fiͤren des Steinbocks,0.037037037037037035,0.09090909090909091,0.09090909090909091
19,Tropicum vnd funden den gegen ſibengeſtirnigen hy¬,Tropicum vnd funden den gegen sibengestirnigen hy¬,Tropicum vnd funden den gegen sibengestirnigen hy¬,0.04,0.14285714285714285,0.14285714285714285
20,mel den wir nemen den herwagen vnd zuͦ latin polus an,mel den wir nemen den herwagen vnd zu latin polus an,mel den wir nemen den herwagen vnd zu latin polus an,0.018867924528301886,0.09090909090909091,0.09090909090909091
21,tarticus genampt wirt/ An dem ſelben irem hymels anſe,tarticus genampt wirt/ An dem ſelben item hymels anſe,tarticus genampt wirt / An dem selben item hymels anse,0.018867924528301886,0.1111111111111111,0.1111111111111111
22,hung im vmbkreiß oriſon genant den ſelben ieren hymel,chung im vmbkreiß orison genant den ſelben ieren hymel,chung im vmbkreiß orison genant den selben ieren hymel,0.03773584905660377,0.2222222222222222,0.2222222222222222
23,funden wir wol fünfftzig graden oder ſtaffel hoͤher/ Wir,funden wir wol fünfftzig graden oder staffel höher/ Wir,funden wir wol fünfftzig graden oder staffel höher  Wir,0.05357142857142857,0.2222222222222222,0.2222222222222222
24,waren ouch neher oder daby des Antarticis zirckel by,waren ouch neher oder daby des Antartiens zirckel by,waren ouch neher oder daby ꝺes Antartiens zirckel by,0.038461538461538464,0.1111111111111111,0.1111111111111111
25,Sibentzehen graden ſemis/ Was ich da geſehen vnd er¬,Eibenzehen graden semis/ Was ich da gesehen vnd er¬,Sibenzehen graden semis / Was ich da gesehen vnd er¬,0.07692307692307693,0.3333333333333333,0.3333333333333333
26,kent hab von natur vnd weſen der ſelben litten vnd von,kent hab von natur vnd weſen der ſelben litten vnd von,kent hab von natur vnd wesen der selben litten vnd von,0.0,0.0,0.0
27,ieren wiſſen vnnd ſytten gelichnikeit vnnd ſchicklikeytt,ieren wiſen vnnd ſytten gelichnüͤt vnnd ſchicklicheyt,ieren wisen vnnd sytten gelichnikkeit vnnnd schicklikeytt,0.14285714285714285,0.42857142857142855,0.42857142857142855
28,von fruchtbarkeit des ertrichs vō heilſamikeyt des luffts,von fruchtbarkeit des ertrichs vō heilsamikeyt des luffts,von fruchtbarkeit des ertrichs von heilsamikeyt des luffts,0.017543859649122806,0.25,0.25
29,Uon geſtalt vnd ſchickung des hymels vnd der hymeli¬,Von gestalt vnd schickung des hymels vnd der hymeli¬,Von gestalt vnd schickung des hymels vnd der hymeli¬,0.057692307692307696,0.3333333333333333,0.3333333333333333
30,ſchen liben/ Und allermeyſt von den vnbeweglichen ver,ſchen liben/Uñd allermeyst von den vnbeweglichen ver,schen liben End allermeyst von den vnbeweglichen ver,0.05660377358490566,0.375,0.375
31,hafften ſternen/ der achten ſpere ſo von vnßern vorfaren,hafften sternen/ der achten spere ſo von vnßern vorfaren,hafften sternen / der achten spere so von vnßern vorfaren,0.03571428571428571,0.2222222222222222,0.2222222222222222
