line_number,ground_truth,prediction,transkribus,cer,wer,bwer
1,keit gottes vmbſcheyn vnß da wir diſen landen zuͦ kamē,Leit gottes vmbscheyn vnß da wir disen landen zů kame,keit gottes vmbscheyn vnß da wir disen landen zū kamen,0.1111111111111111,0.5,0.5
2,den̄ vns was abgangen an holtz an waſſer/ vnnd hetten,den vns was abgangen an holtz an wasser/vnnd hetten,den̄ vns was abgangen an holtz an wasser / vnnd hetten,0.07547169811320754,0.3,0.3
3,noch wenig tag moͤgen bliben/ vnd vff dem mere vnßer,noch wenig tagͤmoͤgen Bliben/vnd vff dem mere vnßer,noch wenig tag moͤgen bliben / vnd vff dem mere vnßer,0.057692307692307696,0.4,0.4
4,leben enthalten/ Im ſie ere vnd glorig vnd danck geſagt/,leben enthalten / Im sicre vnd gloria vnd danck gesagt/,leben enthalten / Im sie ere vnd gloria vnd danck gesagt /,0.125,0.6,0.5
5,Wir wurden da zerate dz wir fuͦrē nach dem begriff des,Wir wurden da zerate dz wir füre nach dem begriff des,Wir wurden da zerate das wir füren nach dem begriff des,0.05555555555555555,0.09090909090909091,0.09090909090909091
6,ſtaden vn̄ des lands diſer lantſchafft gegē der Sonnen,Staden vſ des lands diſer lantſchafft geſegen der ſonnen,staden vn des lands diser lantschafft gegen der Sonnen,0.14814814814814814,0.4444444444444444,0.4444444444444444
7,vffgang vn̄ die anſehung ſolichs lands nyemer ze laſſen/,wffgang von die ansehung solichs lands nyemer ze lassen,vffgang vn die ansehung solichs lands nyemer ze lassen ,0.14285714285714285,0.5555555555555556,0.5555555555555556
8,Und zuͦ ſtundan durch fuͦren wir das/ damit wir kamē,Vnd zū stundan durch füren wir das/damit wir käme,End zu stundan durch füren wir das / damit wir kamen,0.17307692307692307,0.7,0.7
9,zuͦ einem winckel/ da das land eyn inkere machet gegen,zuͤ emēn winckel/da das land eyn intere machet gegen,zu einem winckel/ da das land eyn inkere machet gegen,0.12962962962962962,0.5,0.5
10,mittag vnd von der ſtatt da wir am erſten das land traf,mittag vnd von der statt da wir am erſten das land traͤf,mittag vnd von der statt da wir am ersten das land traf,0.03636363636363636,0.16666666666666666,0.16666666666666666
11,fen biß zuͦ diſem winckel waren by dryhundert welſcher,fen biß zů disem winckel waren by dryhundert welscher,fen biß zu disem winckel waren by dryhundert welscher,0.07407407407407407,0.3333333333333333,0.3333333333333333
12,mile/ vnd in zyt dißer ſchiffung ſind wir zuͦ dickern̄ malē,mile/vnd in zyt dißer schiffung sind wir zů dickern male,male / vnd in zyt dißer schiffung sind wir zu dickern malen,0.11864406779661017,0.6363636363636364,0.6363636363636364
13,zuͦ land gefaren vnd haben früntlich geſprech vnnd wan,zuͤ land gesaren vnd haben fruntlich gesprech vnnd wan,zu land gefaren vnd haben fruntlich gesprech vnnd wan,0.07407407407407407,0.4444444444444444,0.4444444444444444
14,del mit dem ſelben volck gehept als du hienach vernemen,del mit dem selben volck gehept als du hienach vernemen,del mit dem selben volck gehept als du hienach vernemen,0.01818181818181818,0.1,0.1
15,wirdeſt/ Mir was vergeſſen dir ze ſchriben das von dem,wirdest/Wir was vergessen dir ze schriben das von dem,wirdest  Mir was vergessen dir ze schriben das von dem,0.1111111111111111,0.4,0.4
16,hochgebirg des grünē houpts biß zuͦ anfang diſer bewo¬,hochgebirg des grüne houpts biß zu anfang diser Bewon¬,hochgebirg des grüne houpts biß zu anfang diser bewon¬,0.09259259259259259,0.4444444444444444,0.4444444444444444
17,den landtſchafft ſind by Sibenhundert welſcher milen,den landtschafft sind by Sibenhundert welscher milen,den landtschafft sind by Sibenhundert welscher milen,0.057692307692307696,0.42857142857142855,0.42857142857142855
18,Wie wol ich meyn das wir me den̄ Tuſent vn̄ achthun¬,Wie wol ich meyn das wir meden Lusent vn achthun,Wie wol ich meyn das wir me den Lusent vn achthun¬,0.11538461538461539,0.45454545454545453,0.45454545454545453
19,dert mile gefaren ſo von vnwiſſenheyt d̓ ſtetten vn̄ ſchiff¬,dert mile gefaren so von vnwissenheyt ꝛ stetten vn schiff,dert mile gefaren so von vnwissenheyt stetten vn̄ schiff¬,0.15,0.6,0.6
20,meiſters ſo von vngewitter vnd von winden verhindert,meisters so von vngewitter vnd von winden verhindert,meisters so von vngewitter vnd von winden verhindert,0.038461538461538464,0.25,0.25
21,die vnßern ſchlechten weg widertriben zuͦ ſtetten vnd vil,die vnſern ſchlechten weg widertrieben zů ſetten vnd vil,die vnsern schlechten weg widertriben zu stetten vnd vil,0.08771929824561403,0.4444444444444444,0.4444444444444444
22,abwendungen/ Den̄ wen min geſellen ir gemüt vnd ver.,abwendungen / Ðen wen min gesellen ir gemüt vnd ver-,abwendungen / Senn wen min gesellen ir gemut vnd ver-,0.09615384615384616,0.5555555555555556,0.5555555555555556
