line_number,ground_truth,prediction,transkribus,cer,wer,bwer
1,cht bringen am koſten vnnd geſmackt lieplich vnd luͦſtli¬,chte Bringen am Eosten vnnd gesmackt lieplich vnd luͤstli,cht bringen am kosten vnnd gesmackt lieplich vnd luͤstli¬,0.14035087719298245,0.5555555555555556,0.5555555555555556
2,ch vnd den menſchlichen liben nützlich vn̄ komlich/ Da,ch vnd den menschlichen liben nutzlich von komlich/ Sa,ich vnd den menschlichen liben nutzlich vn komlich  Sa,0.09259259259259259,0.4444444444444444,0.4444444444444444
3,gegen ouch ſind etlich anders weſens vnnd keyn fruchtt,gegen ouch sind etlich anders wesens vnnd keyn fruchte,gegen ouch sind etlich anders wesens vnnd keyn fruchtt,0.05555555555555555,0.3333333333333333,0.3333333333333333
4,ſynd vnſeran früchten vnd opß gleich/ Da wachßen ou¬,Synd vnseran fruͤchten vnd opß gleich / Sa wachßen ov̄,synd vnseran früchten vnd opß gleich / Sa wachßen on¬,0.15384615384615385,0.7777777777777778,0.7777777777777778
5,ch über alle zal vil vnd mengerley krüter geſtalten vnd,ch über allezal vil vnd mengerley krüter gestalten vnd,ich über alle zal vil vnd mengerley krüter gestalten vnd,0.03636363636363636,0.3,0.3
6,wurtzen vß denen ſy brot machen/ vnd die aller beſten ge,wurzen vß denen sy Brot machen / vnd die aller besten ge,wurtzen vß denen sy brot machen / vnd die allerbesten ge,0.08928571428571429,0.5454545454545454,0.5454545454545454
7,muͤſe haben ſy vnnd vil ſamen diſen vnſern ſamen gantz,muͤse haben sy vnnd vil samen disen vnsern samen gantz,muͤse haben sy vnnd vil samen disen vnsern samen gantz,0.1111111111111111,0.6,0.6
8,vnglich/ Da ſind ouch keynerley metallen vnd geſchmid,vnglich / Da sind onch keynerley metallen vnd geschmid,vnglich  Sa sind onch keynerley metallen vnd geschmid,0.07547169811320754,0.625,0.625
9,den̄ allein gold da vō diß region vn̄ land überflieſſen wie,den allein gold da vō diß regton vn̄ land uͤberfliessen wiē,den allein gold da von diß region vn land überfliessen wie,0.11864406779661017,0.45454545454545453,0.45454545454545453
10,wol wir des nützit mit vnß namen/ In dißer erſten vnſer,wol wir des nütͤgit mit vnß namen / In diser ersten vnser,wol wir des nützit mit vnß namen / In dißer ersten vnser,0.10909090909090909,0.5454545454545454,0.5454545454545454
11,ſchiffart/ Und das ſagen vnß die inwonere vnd ſprachē,schiffart / Und das sagen vnß die inwonere vnd sprache,schiffart  End das sagen vnß die inwonere vnd sprachen,0.09433962264150944,0.4444444444444444,0.4444444444444444
12,das in der mittliſten gegne diſes lands große volle ſie deſ,das in der mittlifften gegne dises lands groſſe volle ſie des,das in der mittlisten gegne dises lands große volle sie des,0.1016949152542373,0.36363636363636365,0.36363636363636365
13,goldes vnd von ienen verachtet vnnd für nicht geſchetzt,goldes vnd von ienen verachtet vnnd für nicht geschest,goldes vnd von ienen verachtet vnnd fur nicht geschetzt,0.05454545454545454,0.1111111111111111,0.1111111111111111
14,werde/ Sye überflüſſig von edelem geſteyn/ Marga¬,Sye überflüßig von edelem gesteyn/,werde  Spe überflüssig von edelem gesteyn  Warga¬,0.3469387755102041,0.5714285714285714,0.5714285714285714
15,eiten/ Als ich dyr vor me geſchryben hab/ Wenn ich,eiten. Als ich dyr vor me geschryben hab. Wenn ich,eiten  Als ich dyr vor me geschryben hab  Wenn ich,0.06,0.3,0.3
16,wolt alle vnnd yegliche ding erzellen dye da ſynd vnd,wolt alle vnd yegliche ding erzellen dye dꝛ synd vnd,wolt alle vnnd yegliche ding erzellen dye de synd vnd,0.05660377358490566,0.3,0.3
17,von den on zall mengerley thieren geſchlecht vnnd der,von den on zall mengerley thieren geschlecht vnnd der,von den on zall mengerley thieren geschlecht vnnd der,0.018867924528301886,0.1111111111111111,0.1111111111111111
18,ſelben vile/ Das were eyn ding gar zelang vnd on maß,selben vile / Das were eyn ding gar zelang vnd on maß,selben vile / Das were eyn ding gar zelang vnd on maß,0.038461538461538464,0.2727272727272727,0.2727272727272727
19,Und ſlechtliche glaub ich das vnßer plimus dem tuſent¬,Vnd flechtliche glaub ich das vnser plimus dem tusem,Vnd siechtliche glaub ich das vnßer plimus dem tusent¬,0.12962962962962962,0.4444444444444444,0.4444444444444444
20,teyl nit zuͦkomen ſye/ Des volcks der Sitkuſten vnd der,Eyn teyl nit zůkomen sye/ Des volcks der Sitkusten vnd der,teyl nit zuͤkomen sye/ Ses volcks der Sitkusten vnd der,0.14545454545454545,0.4,0.4
21,andern voͤgelen vnnd der thyeren die in den ſelben lan¬,andern v̄oͤgelen vnnd der thyeren die in den selben lan¬,andern voͤgelen vnnd der thyeren die in den selben lan¬,0.03636363636363636,0.2,0.2
22,den ſynd Mit ſo mengerley vnderſcheydt der antlitten,den synd ¬it so mengerley vnderscheydt der anꝛlitten,den synd mit so mengerley vnderscheydt der antlitten.,0.09615384615384616,0.625,0.625
