line_number,ground_truth,prediction,transkribus,cer,wer,bwer
1,ſy nie me wüſſen den̄ von den ſtetten vnd landen die ſye,Sy nit me wüͤssen den von den stetten vnd landen die sye,sy nit me wüssen den von den stetten vnd landen die sye,0.14285714285714285,0.5,0.5
2,offt vn̄ dick bygeſchiffet vn̄ erfaren hatten/ Und als vns,offt vn dick bygeschiffet vn erfaren hatten. /Vnd als vns,offt vn dick bygeschiffet vn erfaren hatten. Und als vns,0.10344827586206896,0.5,0.5
3,an dem ende der egemelt wynckel eyn krūme erzoͤigt des,an dem ende der egemelt wynckel eyn Erůme erzoͤigt des,an dem ende der egemelt wynckel eyn krůme erzoͤigt des,0.037037037037037035,0.1,0.1
4,landſtaden gegen mittag wurden wür eyns ſolichs für¬,landtstadēn gegen mittag wurden wīr eyns solichs fürs,landstaden gegen mittag wurden wir eyns solichs für¬,0.11538461538461539,0.5,0.5
5,faren vnd ze erkunden was in den ſelben groſſen landen,faren vnd ze erkunden was in den selben grossen landen,faren vnd ze erkunden was in den selben grossen landen,0.05555555555555555,0.2,0.2
6,were/ Und ſchifften alſo nach dem ſtaden by Sechſhun,were/ Vnd schifften also nach dem staden By Sechshvn,were  Und schifften also nach dem staden by Sechshun,0.1346153846153846,0.6666666666666666,0.6666666666666666
7,dert mylen wegs vnd zuͦm dickern̄ mal/ kamen wür vnd,dert mylen wegs vnd zům dickern mal kamen wīr vnd,dert mylen wegs vnd zuͤm dickern mal/ kamen wijr vnd,0.09615384615384616,0.4,0.4
8,giengen zelande beſprachtē vnd beredten wir vn̄ bewon,giengen zelande Besprache vnd Beredten wir vn Bewon,giengen zelande besprachten vnd beredten wir vn bewon,0.1320754716981132,0.5,0.5
9,ten mit den inwonern̄ vnd lantſlüten der ſelben regionē,ten mit den inwonern vnd lantͤsluten der selben regione,ten mit den inwonern vnd lantsluten der selben regionen,0.10909090909090909,0.4444444444444444,0.4444444444444444
10,vnd wurden guͤtlich vnd bruͤderlich von inen empfangē,vnd wurden guͤtlich vnd bruͤderlich von inen empfaͤnge,vnd wurden guͤtlich vnd bruͤderlich von inen empfangen,0.03773584905660377,0.125,0.125
