line_number,ground_truth,transcription,cer,wer,bwer,document_id,method
1,cht bringen am koſten vnnd geſmackt lieplich vnd luͦſtli¬,```,1.0,1.0,1.0,7474194,mistral
2,ch vnd den menſchlichen liben nützlich vn̄ komlich/ Da,cht Bringen am Koͤsten vnnd gesmackt lieplich vnd luͤstlich,0.7592592592592593,1.0,0.8888888888888888,7474194,mistral
3,gegen ouch ſind etlich anders weſens vnnd keyn fruchtt,vnd den menschlichen liben nutzlich vn komlich/ Da,0.7962962962962963,1.0,1.0,7474194,mistral
4,ſynd vnſeran früchten vnd opß gleich/ Da wachßen ou¬,gegen ouch sind etlich anders wesens vnnd keyn fruchte,0.8846153846153846,1.0,1.0,7474194,mistral
5,ch über alle zal vil vnd mengerley krüter geſtalten vnd,synd vnseran fruͤchten vnd opß gleich/ Da wachßen on¬,0.7636363636363637,1.0,0.9,7474194,mistral
6,wurtzen vß denen ſy brot machen/ vnd die aller beſten ge,b uͤber alle zal vil vnd mengerley kruter gestalten vnd,0.8035714285714286,0.9090909090909091,0.9090909090909091,7474194,mistral
7,muͤſe haben ſy vnnd vil ſamen diſen vnſern ſamen gantz,wurtzen vß denen sy Brot machen/ vnd die aller Besten ge,0.7407407407407407,1.1,1.1,7474194,mistral
8,vnglich/ Da ſind ouch keynerley metallen vnd geſchmid,muͤse haben sy vnnd vil samen disen vnsern samen gantz,0.8679245283018868,1.25,1.25,7474194,mistral
9,den̄ allein gold da vō diß region vn̄ land überflieſſen wie,vnglich/ Da sind onch keynerley metallen vnd geschmid,0.8135593220338984,1.0,1.0,7474194,mistral
10,wol wir des nützit mit vnß namen/ In dißer erſten vnſer,den allein gold da wo diß region vn land uͤberfliessen wie,0.8181818181818182,1.0,1.0,7474194,mistral
11,ſchiffart/ Und das ſagen vnß die inwonere vnd ſprachē,wol wir des nuͤtzit mit vnß namen/ In dißer ersten vnser,0.8490566037735849,1.1111111111111112,1.1111111111111112,7474194,mistral
12,das in der mittliſten gegne diſes lands große volle ſie deſ,schiffart/ Vnd das sagen vnß die inwohnere vnd sprachē,0.7966101694915254,1.0,0.9090909090909091,7474194,mistral
13,goldes vnd von ienen verachtet vnnd für nicht geſchetzt,das in der mittlisten gegne dises lands groͤße volle sie des,0.8181818181818182,1.2222222222222223,1.2222222222222223,7474194,mistral
14,werde/ Sye überflüſſig von edelem geſteyn/ Marga¬,goldes vnd von ienen verachtet vnnd fuͤr nicht geschetzt,0.9795918367346939,1.2857142857142858,1.1428571428571428,7474194,mistral
15,eiten/ Als ich dyr vor me geſchryben hab/ Wenn ich,werde/ Sye uͤberfluͤßig von edelem gesteyn/ Warga¬,0.82,1.0,1.0,7474194,mistral
16,wolt alle vnnd yegliche ding erzellen dye da ſynd vnd,eiten/ Als ich dyr vor me geschryben hab/ Wenn ich,0.7547169811320755,1.0,1.0,7474194,mistral
17,von den on zall mengerley thieren geſchlecht vnnd der,wolt alle vnnd yegliche ding erzellen dye da synd vnd,0.7735849056603774,1.1111111111111112,1.0,7474194,mistral
18,ſelben vile/ Das were eyn ding gar zelang vnd on maß,von den on zal mengerley thieren geschlecht vnnd der,0.7692307692307693,1.0,0.9090909090909091,7474194,mistral
19,Und ſlechtliche glaub ich das vnßer plimus dem tuſent¬,selben vile/ Das were eyn ding gaͤzelang vnd on maß,0.8703703703703703,1.1111111111111112,1.1111111111111112,7474194,mistral
20,teyl nit zuͦkomen ſye/ Des volcks der Sitkuſten vnd der,Vnd flechtliche glaub ich das vnßer plimus dem tusent¬,0.8363636363636363,1.0,1.0,7474194,mistral
21,andern voͤgelen vnnd der thyeren die in den ſelben lan¬,teyl nit zuͤkomen sye/ Des volcks der Sitkusten vnd der,0.7818181818181819,1.0,0.9,7474194,mistral
22,den ſynd Mit ſo mengerley vnderſcheydt der antlitten,andern voͤgelen vnnd der thyeren die in den selben lan¬,0.8076923076923077,1.25,1.0,7474194,mistral
23,vnd frouwen das der volkomneſten lyt Maler kunſt ver,"den synd mit so mengerley vnderscheydt der antlitten,",0.8269230769230769,1.0,0.8888888888888888,7474194,mistral
24,rumpt Meiſter Pollicletus die abzemalē erlygen müſte,vnd fromen das der volkomnesten lyt/ Waler kunst ver,0.8076923076923077,1.2857142857142858,1.2857142857142858,7474194,mistral
25,Da ſynd alle boum guͦtds vnnd wolgeſchmackes vnd,rumpt Meister Pollicletus die abzemale erlygen muͤste,0.9375,1.0,1.0,7474194,mistral
26,bryngen alle ettwas oͤls oder ſolicher füchtigkeyt/ Wen̄,Da synd alle Boum guͤtds vnnd wolgeschmackes vnd,0.6785714285714286,1.0,0.875,7474194,mistral
27,ir krafft vnnd eygenſchafft vnnß bekant were zwifelen,Bryngen alle ettwas oͤls oder solicher fruͤchtigkeyt/ Wenn,0.9433962264150944,1.0,1.0,7474194,mistral
28,ich nit den das ſye der menſchen lyben zuͦ artzenye groſ,ir krafft vnnd eygenschafft vnß bekant were zwifelen,0.8214285714285714,1.0,1.0,7474194,mistral
29,ſer heylung ſyn ſolten/ Unnd on zwyfel halt ich ob der,ich nit den das sye der menschen lyben zu artzneye gros,0.8333333333333334,1.0,0.8181818181818182,7474194,mistral
30,Irdyſch Paradyß vff erttrich das der nitt ferr vonn,ser heylung syn solten/ Vnd onzwyselhalt ich ob der,0.9019607843137255,1.0,0.8888888888888888,7474194,mistral
31,dyßer lanttſchaffte ſye/ So ir gelegenheyt als ich vor,Jrdysch Paradyß vff ertrich das der nitt ferr vonn,0.7777777777777778,1.0,1.0,7474194,mistral
