line_number,ground_truth,prediction,transkribus,cer,wer,bwer
1,Alberics Ueſpuccius Laurentio,Albericus Vespuccius Laurentio,Albericus Wespuccius Laurentio,0.10344827586206896,0.6666666666666666,0.6666666666666666
2,Petri Franciſci de Medicis vil gruͦß.,Petri Francisci de Medicis vil griſſ.,Petri Francisci de Medicis vil gruͤß.,0.10810810810810811,0.3333333333333333,0.3333333333333333
3,N vergangnen tagē hab ich dir ebē wit geſchri¬,In vergangnen tagẽ hab ich dir ebẽ mit geschri.,N vergangnen tagen hab ich dir eben wit geschri¬,0.15217391304347827,0.5555555555555556,0.5555555555555556
4,ben von miner widerfart von den nüwen lant¬,ben von miner widerſart von den nürwen lant,ben von miner widerfart von den nuwen lant,0.06976744186046512,0.375,0.375
5,ſchafften die ich mit Claſſen verſambneter ſchif,schaffren die ich mit Claſſen verſambneter ſch,schafften die ich mit Classen versambneter schif-,0.08333333333333333,0.2857142857142857,0.2857142857142857
6,fen mit ſchwerem koſten von gebot des Durchlichtigo¬,ſen mit ſchwerem toſſen von gebor des Durchlůchtigſ,fen mit schwerem kosten von gebot des Durchlichtigo¬,0.1346153846153846,0.5,0.5
7,ſten Künigs von portigal durchſuͦcht haben vnd fundē,ſten Rünigs von portigal durchſicht haben vnd funden,sten Rünigs von portigal durchsuͤcht haben vnd funten,0.09615384615384616,0.375,0.375
8,Die man mag die Nuwen welt nennen/ So by vnſern̄,Die man mag die Zunwen welt nennen/ So by vnſer in,Sie man mag die Nuwen welt nennen  So by vnsern,0.10416666666666667,0.3,0.3
9,vorfarn̄ vettern̄ dauon keyn wiſſen geweſen/ vnd allen dē,vȯſſarñ vetterñ davon keyn wiſſen geveſen/ vnd allen dā,vorfarn vettern dauon keyn wissen gewesen / vnd allen,0.17543859649122806,0.5555555555555556,0.5555555555555556
10,die ſolichs hoͤren eyn aller ding nuws ſy/ Sunder ouch,die solichs höͤrent eyn aller ding nuͤws sy/Sunder ouch,die solichs hoͤren eyn aller ding nuws sy  Sunder ouch,0.1111111111111111,0.5,0.5
11,das alle wenung vnßer eltern über trüfft ſo doch der mer,das alle wenung vnſer eltern v̈ber truͤfft ſo doch der mer,das alle wenung vnßer eltern über trúfft so doch der mer,0.08928571428571429,0.2727272727272727,0.2727272727272727
12,teyl der ſelben ſpricht/ das über die glichmitnechtige ly¬,rey der selben spricht/ das über die glichmüͤnechtrige ly,teyl der selben spricht  das über die glichmitnechtige ly¬,0.13793103448275862,0.5555555555555556,0.5555555555555556
13,nien genant Equinoctialis. vn̄ gegē mittag keyn wonūg,nien genant Equinoctialis. vn̄ gegeͤ mittag kein wonuͤg,nien genant Equinoctialis. vn̄ gegen mittag keyn wonnge,0.09433962264150944,0.375,0.375
14,d̓ litten ſunder alleyn dz groſ mer inhaltē/ Das ſy nennē,ſlitter ſunder alleyn dz groſſmer inhalte/Das ſy nenne,s litten suͤnder alleyn ꝺzgros mer inhalten / Das sy nenne,0.14035087719298245,0.6363636363636364,0.6363636363636364
15,das Attlandiſch mer/ Und ob yemand der ſelbē wonun,das Artlandisch mer / Und ob jemand der selbe wonun,das Attlandisch mer/ Und ob yemand der selbe wonun,0.12,0.5555555555555556,0.5555555555555556
16,gen daſelbs ſyn geredt ſo habē ſy doch vß vil ſachen das,gen daßelbs ſyn geredt ſo habē ſy doch vſſ vil ſachē das,gen daselbs syn geredt so habem sy doch vß vil sachen das,0.08928571428571429,0.25,0.25
17,da wonhafftig land vnd ertrich ſy widerredt/ Aber dz ſo,da wonhafftig land vnd ertich sy widerredt/ Aber dz so,da wonhafftig land vnd ertrich sy widerredt  Aber dz so,0.05454545454545454,0.3,0.3
18,lich ir wenen falſch vn̄ der worheit widerig ſy in alle weg,lich ir wenen falſch vñ der woſheit widerig ſy in alle weg,lich ir wenen falsch vn der worheit widerig sy in alle weg,0.05084745762711865,0.16666666666666666,0.16666666666666666
19,hat diß mindeſte ſchiffung bewyßt/ So ich in den ſelben,hat diß min eſte ſchiffung beryſt/ So ich in den ſelben,hat diß min leste schiffung bewyft  So ich in den selben,0.05454545454545454,0.3,0.3
20,gegnūgen gegen mittag menſchliche inwonung funden,gegnügen gegen mitrag menschliche inwonung funden,gegnugen gegen mittag menschliche inwonung funden,0.061224489795918366,0.5,0.5
21,hab mit vil volcks vnd vil thieren bewert/ den̄ vnſer euro,hab mit vil volcks vnd vil thieren bewert/den vnſer euro,hab mit vil volcks vnd vil thieren bewert / den vnser euro,0.034482758620689655,0.18181818181818182,0.18181818181818182
22,pa oder Aſiam oder Affricam/ vnnd ſo vil me geſunden,pa oder Aſſam oder African/ vnnd ſo vil me geſunden,pa oder Asiam oder Affricam  vnnd so vil me gesunden,0.057692307692307696,0.2,0.2
23,temperierten lufft ſchon vnd luter me vnd luſtiger denn,temperierten lufft ſchon vnd luter me vnd luſtiger denn,temperierten lufft schon vnd luter me vnd lustiger denn,0.0,0.0,0.0
24,in eynicher andern lantſchafft die wir wiſſen/ Als du har,in eynicher andern lantschafft die wir wiſſen/Alſ du har,in eynicher andern lantschafft die wir wissen/ Als du har,0.05263157894736842,0.3,0.3
25,nach ſehen vnd verſtan würſt ſo ich kurtz die obern̄ ding,nach ſchen vnd verſtan würſt ſo ich küncz die obern̄ ding,nach sehen vnd verstan würst so ich kurtz die obern̄ ding,0.07017543859649122,0.18181818181818182,0.18181818181818182
26,beſchriben vnd die ding ſo vermerckens vnd gedechtniß,beschriben vnd die ding so vermerckens vnd gedechtnuß,beschriben vnd die ding so vermerckens vnd gedechtniß,0.05660377358490566,0.375,0.375
27,aller würdigeſt vn̄ von mir geſehen oder gehoͤrt in dißer,aller würdigſt vn̄ von mir geſehen oder gehoͤrt in dieſer,aller würdigest vn von mir gesehen oder gehort in dißer,0.05263157894736842,0.2,0.2
28,nüwen welt ſind/ Als harnach gezeygt würt.,nürven welt ſind/Als harnach geſeygt würte,nuwen welt sind/ Als harnach gezeygt würt-,0.11904761904761904,0.7142857142857143,0.7142857142857143
29,,[missed],Z,0.0,0.0,0.0
