line_number,ground_truth,prediction,transkribus,cer,wer,bwer
1,Uon der neü gefunden,von der neü gefunden,Lon der neum gefunden,0.05,0.25,0.25
2,Region ſo wol ein welt genempt mag werden/,Region ſo wol ein welt genempſt mag werden/,Region so wol ein welt genempt mag werden /,0.023809523809523808,0.125,0.125
3,durch den Criſtēlichen künig/ von Portigal/,durch den Criſtelichen küinig / von Portigal /,durch den Cristeͤlichen künig / von Portigai /,0.09302325581395349,0.8333333333333334,0.8333333333333334
4,wunderbarlich erfunden/,wunderbarlich erfinden/,wunderbarlich erfunden /,0.043478260869565216,0.5,0.5
5,,[missed],-,0.0,0.0,0.0
6,,[missed],Käm,0.0,0.0,0.0
7,,[missed],„ —.—,0.0,0.0,0.0
8,,[missed],-5-,0.0,0.0,0.0
9,,[missed],de,0.0,0.0,0.0
10,,[missed],(1505),0.0,0.0,0.0
