line_number,ground_truth,prediction,transkribus,cer,wer,bwer
1,keit gottes vmbſcheyn vnß da wir diſen landen zuͦ kamē,keit gottes vmb ſcheyn vnſ da wir diſen landen zů ſamē,keit gottes vmbscheyn vnß da wir disen landen zū kamen,0.09259259259259259,0.5,0.5
2,den̄ vns was abgangen an holtz an waſſer/ vnnd hetten,deñ vns was abgeangen an holz an wasser/vnnd hetten,den̄ vns was abgangen an holtz an wasser / vnnd hetten,0.1320754716981132,0.5,0.5
3,noch wenig tag moͤgen bliben/ vnd vff dem mere vnßer,noch wenig tag mögen bleiben/vnd vff dem mere vnſer,noch wenig tag moͤgen bliben / vnd vff dem mere vnßer,0.09615384615384616,0.4,0.4
4,leben enthalten/ Im ſie ere vnd glorig vnd danck geſagt/,leben enthalten/ Jm sie ere vnd gloria vnd danck gesagr/,leben enthalten / Im sie ere vnd gloria vnd danck gesagt /,0.08928571428571429,0.4,0.4
5,Wir wurden da zerate dz wir fuͦrē nach dem begriff des,Wir wurden da zerate dz wir fürē nach dem begriff des,Wir wurden da zerate das wir füren nach dem begriff des,0.037037037037037035,0.09090909090909091,0.09090909090909091
6,ſtaden vn̄ des lands diſer lantſchafft gegē der Sonnen,staden vñ des lands diser landschafft gegẽ der Sonnen,staden vn des lands diser lantschafft gegen der Sonnen,0.12962962962962962,0.5555555555555556,0.5555555555555556
7,vffgang vn̄ die anſehung ſolichs lands nyemer ze laſſen/,vſſgang vñ die anſehung ſolichs lands nyemer ze laſſen/,vffgang vn die ansehung solichs lands nyemer ze lassen ,0.07142857142857142,0.2222222222222222,0.2222222222222222
8,Und zuͦ ſtundan durch fuͦren wir das/ damit wir kamē,Und zu stundan durchſturen wir das/damit wir kamē,End zu stundan durch füren wir das / damit wir kamen,0.11538461538461539,0.7,0.7
9,zuͦ einem winckel/ da das land eyn inkere machet gegen,zuͤ einem winckel/da das land eyn intiere macher gegen,zu einem winckel/ da das land eyn inkere machet gegen,0.09259259259259259,0.5,0.5
10,mittag vnd von der ſtatt da wir am erſten das land traf,mittag vnd von der ſtatt da wir am erſten das land trafſen,mittag vnd von der statt da wir am ersten das land traf,0.05454545454545454,0.08333333333333333,0.08333333333333333
11,fen biß zuͦ diſem winckel waren by dryhundert welſcher,fen biſ zu dieſem winckel waren by dryhundert welſcher,fen biß zu disem winckel waren by dryhundert welscher,0.05555555555555555,0.3333333333333333,0.3333333333333333
12,mile/ vnd in zyt dißer ſchiffung ſind wir zuͦ dickern̄ malē,mile/vnd in zyt diser schiffung sind wir zu dickern maler̃,male / vnd in zyt dißer schiffung sind wir zu dickern malen,0.15254237288135594,0.7272727272727273,0.7272727272727273
13,zuͦ land gefaren vnd haben früntlich geſprech vnnd wan,zi land gefaren vnd haben fruntlich gesprach vnnd wan,zu land gefaren vnd haben fruntlich gesprech vnnd wan,0.09259259259259259,0.3333333333333333,0.3333333333333333
14,del mit dem ſelben volck gehept als du hienach vernemen,del mit dem selben volck geſept als du hiernach vernemen,del mit dem selben volck gehept als du hienach vernemen,0.05454545454545454,0.3,0.3
15,wirdeſt/ Mir was vergeſſen dir ze ſchriben das von dem,wirdest/ Nur was vergeſſen dir ze ſchiben das von dem,wirdest  Mir was vergessen dir ze schriben das von dem,0.07407407407407407,0.3,0.3
16,hochgebirg des grünē houpts biß zuͦ anfang diſer bewo¬,hochgebirg des grüne houpts biß zů anfang diser bewö,hochgebirg des grüne houpts biß zu anfang diser bewon¬,0.1111111111111111,0.4444444444444444,0.4444444444444444
17,den landtſchafft ſind by Sibenhundert welſcher milen,en landschafft ſind by ſibenhundert welſcher milen,den landtschafft sind by Sibenhundert welscher milen,0.07692307692307693,0.42857142857142855,0.42857142857142855
18,Wie wol ich meyn das wir me den̄ Tuſent vn̄ achthun¬,Wie wol ich meyn das wir medeñ Tusent vñ achthume,Wie wol ich meyn das wir me den Lusent vn achthun¬,0.15384615384615385,0.45454545454545453,0.45454545454545453
19,dert mile gefaren ſo von vnwiſſenheyt d̓ ſtetten vn̄ ſchiff¬,dert mile gefaren ſo von vnwiſſenheyt d ſtetten vñ ſchiff,dert mile gefaren so von vnwissenheyt stetten vn̄ schiff¬,0.06666666666666667,0.3,0.3
20,meiſters ſo von vngewitter vnd von winden verhindert,meisters ſo von vngewitter vnd von winden verhinderte,meisters so von vngewitter vnd von winden verhindert,0.038461538461538464,0.25,0.25
21,die vnßern ſchlechten weg widertriben zuͦ ſtetten vnd vil,die vnſkern ſchlechten weg widertriben zů ſetzen vnd vil,die vnsern schlechten weg widertriben zu stetten vnd vil,0.10526315789473684,0.3333333333333333,0.3333333333333333
22,abwendungen/ Den̄ wen min geſellen ir gemüt vnd ver.,abwẽdungen/ Deñ weñ min gesellen ir gemür ynd ver,abwendungen / Senn wen min gesellen ir gemut vnd ver-,0.17307692307692307,0.7777777777777778,0.7777777777777778
23,truwen nit zuͦ mir geſetzt hetten/ ſo mir bekantlich was d̓,truwen nit zi mir gesetzt hetten/ſo mir bekantlich was ß,truwen nit zu mir gesetzt hetten  so mir bekantlich was 8,0.1016949152542373,0.45454545454545453,0.45454545454545453
24,groſſen welt lantſterlugūg vnd gelegenheit ſo weis kein,groſſen welt kunſterlugug vnd gelegenheit ſo weis kenn,grossen welt lantsterlugung vnd gelegenheit so weis kein,0.09090909090909091,0.25,0.25
25,ſchiffman oder wegwiſer vnßer fart der ioch by fünffhū,schiffman oder wegrviſer vnſer fart der toch by fünffſtü,schiffman oder wegwiser vnßer fart der ioch by funffhun,0.14814814814814814,0.5555555555555556,0.5555555555555556
26,dert milen wußte wō wir waren/ Denn wir waren vmb¬,der milen wuſſte wo wir waren/ Denn wir waren vnſ,dert milen wußte wo wir waren. Senn wir vmb¬,0.14,0.4,0.4
27,ſchweiffig vnd irrig/ Den̄ allein der himelſchen zeichen,ſchweiffig vnd irrig/ Den allein der himelſchen zeichen,schweiffig vnd irrig / Denn allein der himelschen zeichen,0.017857142857142856,0.125,0.125
28,hohe waren vns zuͦbewiſung vnd zoͤugten vns warheyt,hohe waren vns zůbeͮrwiſung vnd ſouͤgten vnſ warheyt,hohe waren vns zuͤbewisung vnd zōugten vns warheyt,0.1568627450980392,0.375,0.375
29,verlorner dingen vnd die ſelben waren vns der quadrāt,verlorner dingen vnd die selben waren vns der quadæcæ,verlorner dingen vnd die selben waren vns der quadrat,0.07547169811320754,0.2222222222222222,0.2222222222222222
30,vnd das Aſtralabium als ſy alle erkantē/ Hie von ſi alle,vnd das Astralabium als ſy alle erkannte/ Die von ſi alle,vnd das Astralabium als sy alle erkanten  hie von si alle,0.07142857142857142,0.2727272727272727,0.2727272727272727
31,mich in groſſen eren hielten/ Denn ich zoigt inen das on,mich in groſſen eren hielten/ Denn ich zoigt inen das ow,mich in grossen eren hielten  Senn ich zoigt inen das on,0.017857142857142856,0.09090909090909091,0.09090909090909091
32,die verſchreibnen meres karten kunſt der ſchiffung ich be,die verſchreibnen meres farten kunſt der ſchiffung ich be,die verschreibnen meres karten kunst der schifflung ich be,0.017543859649122806,0.1111111111111111,0.1111111111111111
