line_number,ground_truth,prediction,transkribus,cer,wer,bwer
1,über vnd on das in yeglichen oren die mit dryen loͤchern,über vnd on das in yeͤglichen oren die mit dryen löchern,über vnd on das in yeglichen oren die mit dryen loͤchern,0.05357142857142857,0.18181818181818182,0.18181818181818182
2,durch ſtochen ſynd ſy noch ander ſteyn tragen die in rin,durch ſtochen ſynd ſy noch ander ſteyn tragen die in ein,durch stochen synd sy noch ander steyn tragen die in rin,0.017857142857142856,0.09090909090909091,0.09090909090909091
3,gen hangen vn̄ diß wiſe vnd ſytten iſt allein der mannē/,gen hangen vn̄ diß wiſe vnd ſyrten iſt allein der mannē,gen hangen vn diß wise vnd sytten ist allein der mannen ,0.03571428571428571,0.18181818181818182,0.18181818181818182
4,Den̄ die frowen zerſtechen innen ſelbs ir antlitz nit alſo,Sen die frowen zerſtechen innen ſelbs ir antlitz nit alſo,Sen die frowen zerstechen innen selbs ir antlitz nit also,0.034482758620689655,0.1,0.1
5,mit loͤcherung den alleyn die oren/ Eyn ander ſyt vnd,mit löcherung den alleyn die oren/ Eyn ander ſyt vnd,mit löcherung den alleyn die oren / Eyn ander syt vnd,0.03773584905660377,0.1,0.1
6,wyße iſt ouch vnder vnd by ienen gnuͦg abwyſig vn̄ wi¬,wyske iſt ouch vn̄der vnd by ienen gnuͤg abwysig vn̄ wiͤ,wyse ist ouch vnder vnd by ienen gnuͤg abwysig vn̄ wi¬,0.1111111111111111,0.45454545454545453,0.45454545454545453
7,der alle menſchliche glaubung/ Das ir frowen die eben,der alle menſchliche glaubung/Das ir frowen die eben,der alle menschliche glaubung  Das ir frowen die eben,0.018867924528301886,0.2222222222222222,0.2222222222222222
8,geluſtig vnd geilgirig ſynd/ vnd ieren mannen machen,geluſtig vnd geilgirig ſynd/vnd ieren mannen machen,gelustig vnd geilgirig synd / vnd ieren mannen machen,0.019230769230769232,0.25,0.25
9,das ienen ir büch geſchwellen in ſollicher über meſtung,das ienen ir büch geschwellen in ſollicher über meſſung,das ienen ir Büch geschwellen in sollicher über mestung,0.03636363636363636,0.2222222222222222,0.2222222222222222
10,das ſy/ vngeſtalt vn̄ ſmechlich erſthynen vnd dz tuͦnd ſy,das ſy vngeſtalt vnſmechlich erſhynen vnd dz trind ſy,das sy vngestalt vn smechlich ersthynen vnd ꝺz tuͤnd sy,0.10526315789473684,0.5,0.5
11,mit ettwas fündē vn̄ gnagung ettlicher gifftigen thierē/,mit etrwas füͤnde vn̄ gnagung etlicher gifftigen thier/,mit ettwas funden vn gnagung ettlicher gifftigen thiere /,0.08928571428571429,0.5,0.5
12,Und von ſolicher ſach geſchicht das ierer vil ir gemecht,Und von solicher ſach geſchicht das ierer vil uͤ gemelch,Vnd von solicher sach geschicht das ierer vil ir gemecht,0.08928571428571429,0.3,0.3
13,verlieren die ienen von mangels wegen der artznye fulē,verkeren die tenen von mangels wegen der arzney ſule,verlieren die ienen von mangels wegen der artznye fulen,0.14814814814814814,0.4444444444444444,0.4444444444444444
14,vnd bliben on gemech/ Si haben keyn tuͦch noch teckinē,vnd bliben on gemech/ Si haben teyn tich noch tectine,vnd Bliben on gemech/ Si haben keyn tuͤch noch teckinem,0.09259259259259259,0.3,0.3
15,weder lynis noch baumwollins/ Denn ſy des nit bedoͤrf,weder lynis noch baͤm̄wollins/ Denn ſy des nit bedorff,weder lynis noch Baumwollins  Denn sy des nit bedörf,0.07547169811320754,0.2222222222222222,0.2222222222222222
16,fen vnd haben keyn eygen guͦt/ Sunder alle ding ſind in,fen vnd haben keyn eygen gut/ Sunder alle ding ſind in,fen vnd haben keyn eygen guͤt / Sunder alle ding sind in¬,0.01818181818181818,0.09090909090909091,0.09090909090909091
17,nen gemein/ Si lebē ſamenhafft on künig on gebieter vn̄,nen gemein/Si lebe ſamenhafft on tüͤnig on gebieter vn̄,nen gemein. Si leben samenhafft on kiinig on gebieter vn̄,0.07272727272727272,0.4,0.4
18,iſt ir yeglicher im ſelbs herr/ So vil wiber nemen ſy ſo,iſt ir yeͤglicher im ſelbs herr / So vil wiſer nemen ſy ſo,ist ir yeglicher im selbst herr  So vil wißer nemen sy so,0.05357142857142857,0.3333333333333333,0.3333333333333333
19,vil ſy woͤllen/ vnd d̓ ſun mit der muͦter vn̄ der bruͦder mit,vil ſy wöllen/vnd ſun mit der müter vñ der brüder mic,vil sy woͤllen/ vnd ô sun mit der muͤter vn̄ der bruͤder mit,0.21311475409836064,0.5384615384615384,0.5384615384615384
20,der ſchweſter vnd der erſt mit der erſten vnd der begeg¬,der ſchweſter vnd der erſtnn der erſten vnd der begeg,der schwester vnd der erst mit der ersten vnd degeg¬,0.08928571428571429,0.2727272727272727,0.2727272727272727
21,ner mit der begegneten veruneynigen ſich/ Als dick als,ner mit der begegneten verruneyniſen ſich/Als dict als,ner mit der begegneten veruneynigen sich/ Als dick als,0.07407407407407407,0.4444444444444444,0.4444444444444444
22,ſy woͤllen ſcheiden ſy die vermehletig ee/ vnd halten in ſo,ſy wöllen ſcheiden ſy die vermehretig ee/vnd halten in ſo,sy woͤllen scheiden sy die vermehletig ee/ vnd halten in so,0.06779661016949153,0.36363636363636365,0.36363636363636365
23,lichem gantz keyn ordnung/ Darumb habē ſy keynen tē¬,lichem gantz keyn ordnung/ Darumb habē sy keynen teynen,lichem gantz keyn ordnung / Darumb haben sy keynen te,0.11538461538461539,0.2222222222222222,0.2222222222222222
