line_number,ground_truth,prediction,transkribus,cer,wer,bwer
1,ſy nie me wüſſen den̄ von den ſtetten vnd landen die ſye,ſy nic me wuͤſſen Den von den ſtetten vnd landen die ſye,sy nit me wüssen den von den stetten vnd landen die sye,0.08928571428571429,0.25,0.25
2,offt vn̄ dick bygeſchiffet vn̄ erfaren hatten/ Und als vns,offe vñ dict Bygeſchichte vñ erfareñ hatten/ Und als vns,offt vn dick bygeschiffet vn erfaren hatten. Und als vns,0.20689655172413793,0.6,0.6
3,an dem ende der egemelt wynckel eyn krūme erzoͤigt des,an dem ende der eynheit mynachſt eyn Erime erzoͤige des,an dem ende der egemelt wynckel eyn krůme erzoͤigt des,0.2222222222222222,0.4,0.4
4,landſtaden gegen mittag wurden wür eyns ſolichs für¬,landſtaden gegen mittag wurden wir eyns ſolchs fürs,landstaden gegen mittag wurden wir eyns solichs für¬,0.057692307692307696,0.375,0.375
5,faren vnd ze erkunden was in den ſelben groſſen landen,farer vnd ze erfunden was in den ſelben groſſen landen,faren vnd ze erkunden was in den selben grossen landen,0.037037037037037035,0.2,0.2
6,were/ Und ſchifften alſo nach dem ſtaden by Sechſhun,mere/ Also ſchifften alſo nach dem ſtaden by Sechſun,were  Und schifften also nach dem staden by Sechshun,0.11538461538461539,0.3333333333333333,0.3333333333333333
7,dert mylen wegs vnd zuͦm dickern̄ mal/ kamen wür vnd,dere mylen rogs vnd zům dichten mal/ Eamen nůr vnd,dert mylen wegs vnd zuͤm dickern mal/ kamen wijr vnd,0.23076923076923078,0.6,0.6
8,giengen zelande beſprachtē vnd beredten wir vn̄ bewon,giengen zclande Beſprachte vnd Beredten wir vñ Bemon,giengen zelande besprachten vnd beredten wir vn bewon,0.1509433962264151,0.625,0.625
9,ten mit den inwonern̄ vnd lantſlüten der ſelben regionē,ren mit den inwohnern vnd lantſlúten der ſelben regionē,ten mit den inwonern vnd lantsluten der selben regionen,0.07272727272727272,0.4444444444444444,0.4444444444444444
10,vnd wurden guͤtlich vnd bruͤderlich von inen empfangē,vnd wurden gütlich vnd Bůderlich von inen empfangē.,vnd wurden guͤtlich vnd bruͤderlich von inen empfangen,0.1320754716981132,0.375,0.375
11,vnd blyben etwan dick fünffzehen oder zweintzig tag by,vnd Blyben erman dich fuͤnfzehen oder zweinzig tag By,vnd blyben etwan dick funffzehen oder zweintzig tag by,0.16666666666666666,0.6666666666666666,0.6666666666666666
12,ienen ſtets vn̄ früntlich als liebe geſte mit ynen redende,ienen ſeien vñ frůntlich als liebe geſte mit ynen redende,ienen stets vn̄ fruntlich als liebe geste mit ynen redende,0.1206896551724138,0.3,0.3
13,als du harnach vermercken würſt/ ye doch ſo iſt diſer be,als du harnach vermeꝛten wüͤrſt/ ye doch ſo iſt dieſer Be,als du harnach vermercken würst/ ye doch so ist diser be,0.10714285714285714,0.36363636363636365,0.36363636363636365
14,wonten lantſchafft teyl in der krummen ſchnuͦr Dorrida,roorten lanſchafft reyl in der krummen ſchnur. ꝶorida,wonten lantschafft teyl in der krummen schnuͤr Sorrida,0.16666666666666666,0.625,0.625
15,zona innerthalb der lynien equinoctialem gegē dē hymel,zona innerthalb der tymien equinoctialem gege de hymel,sona innerthalb der lanien equinoctialem gege de hymel,0.07407407407407407,0.375,0.375
16,gegent Antarticuſ den ſin anfang hept an im achtē grad,gegene Antarticūſ den ſin anfang heꝯt an im achte grad,gegent Antarticus den sin anfang hept an im achte grad,0.07407407407407407,0.4,0.4
17,über die equinoctial/ Nach diſem landſſtaden ſchiffeten,uͤber die equinocciali/ J Nach diſem landſchaden ſchifferen,über die equinoctial / Nach disem landsstaden schiffeten,0.16363636363636364,0.7142857142857143,0.7142857142857143
18,wir ſo lang das wir über vnd für fuͦren des Steinbocks,wir ſo lang das wir über vnd fixen des Steinbocks,wir so lang das wir über vnd für fiͤren des Steinbocks,0.12962962962962962,0.18181818181818182,0.18181818181818182
19,Tropicum vnd funden den gegen ſibengeſtirnigen hy¬,Tropicum vnd funden den gegen ſiben geſtirnigen hy,Tropicum vnd funden den gegen sibengestirnigen hy¬,0.04,0.42857142857142855,0.42857142857142855
20,mel den wir nemen den herwagen vnd zuͦ latin polus an,mel Sem ſpir namen der bermaḡm vno ſui latin pſalues an,mel den wir nemen den herwagen vnd zu latin polus an,0.32075471698113206,0.7272727272727273,0.7272727272727273
21,tarticus genampt wirt/ An dem ſelben irem hymels anſe,tauſcius genumpt wirt/ An dem ſelben irem hymels anſe,tarticus genampt wirt / An dem selben item hymels anse,0.09433962264150944,0.2222222222222222,0.2222222222222222
22,hung im vmbkreiß oriſon genant den ſelben ieren hymel,hung im vmbfreiſs oziſon genant den ſelben ieren hymel,chung im vmbkreiß orison genant den selben ieren hymel,0.07547169811320754,0.2222222222222222,0.2222222222222222
23,funden wir wol fünfftzig graden oder ſtaffel hoͤher/ Wir,funden wir wolfuͤnſtig graden oder ſtaffel höher/ Wir,funden wir wol fünfftzig graden oder staffel höher  Wir,0.14285714285714285,0.3333333333333333,0.3333333333333333
24,waren ouch neher oder daby des Antarticis zirckel by,waren ouch neher oder daby des Antarticꝯ zirkel By,waren ouch neher oder daby ꝺes Antartiens zirckel by,0.07692307692307693,0.3333333333333333,0.3333333333333333
25,Sibentzehen graden ſemis/ Was ich da geſehen vnd er¬,Eibenacher graden fermis/ DWas ich da geſehen vnd er,Sibenzehen graden semis / Was ich da gesehen vnd er¬,0.17307692307692307,0.4444444444444444,0.4444444444444444
26,kent hab von natur vnd weſen der ſelben litten vnd von,Emt hab von natur vnd weſen der ſelben litten vnd von,kent hab von natur vnd wesen der selben litten vnd von,0.05555555555555555,0.09090909090909091,0.09090909090909091
27,ieren wiſſen vnnd ſytten gelichnikeit vnnd ſchicklikeytt,ieren wiſen vnnd ſyrten gelichnēit vnnd ſchlechtlicheyt,ieren wisen vnnd sytten gelichnikkeit vnnnd schicklikeytt,0.21428571428571427,0.5714285714285714,0.5714285714285714
28,von fruchtbarkeit des ertrichs vō heilſamikeyt des luffts,von fruchtbarteit des ertrichs vo heilsamkeyt des lufftes,von fruchtbarkeit des ertrichs von heilsamikeyt des luffts,0.08771929824561403,0.5,0.5
29,Uon geſtalt vnd ſchickung des hymels vnd der hymeli¬,Von geſtalt vnd ſchetzung des hymels vnd der hymelis,Von gestalt vnd schickung des hymels vnd der hymeli¬,0.09615384615384616,0.3333333333333333,0.3333333333333333
30,ſchen liben/ Und allermeyſt von den vnbeweglichen ver,ſchen liben/ Und allermeyſt von den vnbewegklichen ver,schen liben End allermeyst von den vnbeweglichen ver,0.018867924528301886,0.125,0.125
31,hafften ſternen/ der achten ſpere ſo von vnßern vorfaren,haſſen ſternen/ Der achten ſpere ſo von vnſern vorfarn,hafften sternen / der achten spere so von vnßern vorfaren,0.10714285714285714,0.4444444444444444,0.4444444444444444
