line_number,ground_truth,prediction,transkribus,cer,wer,bwer
1,Alberics Ueſpuccius Laurentio,Albericus Veſpucius Laurentio,Albericus Wespuccius Laurentio,0.10344827586206896,0.6666666666666666,0.6666666666666666
2,Petri Franciſci de Medicis vil gruͦß.,Petri Franciſci de Medicis uil griſs.,Petri Francisci de Medicis vil gruͤß.,0.10810810810810811,0.3333333333333333,0.3333333333333333
3,N vergangnen tagē hab ich dir ebē wit geſchri¬,Iſt vergangnen tage hab ich dir ebē mit geſchri.,N vergangnen tagen hab ich dir eben wit geschri¬,0.13043478260869565,0.5555555555555556,0.5555555555555556
4,ben von miner widerfart von den nüwen lant¬,ben von miner widerfart von den nürnen lan̄,ben von miner widerfart von den nuwen lant,0.09302325581395349,0.25,0.25
5,ſchafften die ich mit Claſſen verſambneter ſchif,ſchaffen die ich mit Claſſen verſambnerer ſchif,schafften die ich mit Classen versambneter schif-,0.041666666666666664,0.2857142857142857,0.2857142857142857
6,fen mit ſchwerem koſten von gebot des Durchlichtigo¬,fen mit ſchwerem toſten von gebot des Durchlúchtigoz,fen mit schwerem kosten von gebot des Durchlichtigo¬,0.057692307692307696,0.25,0.25
7,ſten Künigs von portigal durchſuͦcht haben vnd fundē,ſten Künigs von portigal durchſucht haben vnd funde,sten Rünigs von portigal durchsuͤcht haben vnd funten,0.038461538461538464,0.25,0.25
8,Die man mag die Nuwen welt nennen/ So by vnſern̄,Die man mag die Linnen welt nennen/ ꝶo by vnſern,Sie man mag die Nuwen welt nennen  So by vnsern,0.125,0.3,0.3
9,vorfarn̄ vettern̄ dauon keyn wiſſen geweſen/ vnd allen dē,vorfarn vettern dauon keyn wiſſen geweſen/vnd allen dē,vorfarn vettern dauon keyn wissen gewesen / vnd allen,0.05263157894736842,0.4444444444444444,0.4444444444444444
10,die ſolichs hoͤren eyn aller ding nuws ſy/ Sunder ouch,die ſolichs hören eyn aller ding nums ſy/Sunder ouch,die solichs hoͤren eyn aller ding nuws sy  Sunder ouch,0.07407407407407407,0.4,0.4
11,das alle wenung vnßer eltern über trüfft ſo doch der mer,das alle rwenung vnſer eltern übertrüfft ſo doch der mer,das alle wenung vnßer eltern über trúfft so doch der mer,0.05357142857142857,0.36363636363636365,0.36363636363636365
12,teyl der ſelben ſpricht/ das über die glichmitnechtige ly¬,reyl der ſelben ſpricht̃/ das vber die gleichnēnechtige ley,teyl der selben spricht  das über die glichmitnechtige ly¬,0.15517241379310345,0.5555555555555556,0.5555555555555556
13,nien genant Equinoctialis. vn̄ gegē mittag keyn wonūg,nien genant Equinoctialis.vn gege mittag ſeyn monūg,nien genant Equinoctialis. vn̄ gegen mittag keyn wonnge,0.09433962264150944,0.625,0.625
14,d̓ litten ſunder alleyn dz groſ mer inhaltē/ Das ſy nennē,3litter ſunder alleyn Sygrof met mhalte/ Das ly nenne,s litten suͤnder alleyn ꝺzgros mer inhalten / Das sy nenne,0.24561403508771928,0.7272727272727273,0.7272727272727273
