line_number,ground_truth,prediction,transkribus,cer,wer,bwer
1,Uon der neü gefunden,Von der neuͤ geſunden,Lon der neum gefunden,0.2,0.75,0.75
2,Region ſo wol ein welt genempt mag werden/,Xegion ſo wool ein recht genempts mag werdden/,Region so wol ein welt genempt mag werden /,0.16666666666666666,0.625,0.625
3,durch den Criſtēlichen künig/ von Portigal/,durch den Chriſtlichen Künig/von Portigal/,durch den Cristeͤlichen künig / von Portigai /,0.09302325581395349,0.5,0.5
4,wunderbarlich erfunden/,wunderbarlich erfunden/,wunderbarlich erfunden /,0.0,0.0,0.0
5,,[missed],-,0.0,0.0,0.0
6,,[missed],Käm,0.0,0.0,0.0
7,,[missed],„ —.—,0.0,0.0,0.0
8,,[missed],-5-,0.0,0.0,0.0
9,,[missed],de,0.0,0.0,0.0
10,,[missed],(1505),0.0,0.0,0.0
