line_number,ground_truth,prediction,transkribus,cer,wer,bwer
1,It glucklicher fart Am vier,Ir glucklichſter fart Jhm vier,It glucklicher hart Flm vier,0.18518518518518517,0.6,0.6
2,zehenden tag des monats Mayen/ Tu¬,zehenden tag des monats Mayen/ Iu,zehenden tag des monats Mayen / Lu¬,0.058823529411764705,0.16666666666666666,0.16666666666666666
3,ſent fünffhūdert eyn Iars/ ſchieden wir,ſent fuͤnffhůdert eyn Jarſs/ſchieden wir,sent funffhudert eyn Jars  schieden wir,0.15384615384615385,0.5,0.5
4,von Oliſpppo nach gebott des obgenan¬,von Silippo nach gebort des obgenan̄,von Olisippo nach gebott des obgenans,0.16216216216216217,0.5,0.5
5,ten künigs mit dryen ſchiffen zuͦ erſuͦchē,ten kúnigs mit dreyen ſchiffen zú erſúchē,ten künigs mit dryen schiffen zu ersuͤchen,0.14285714285714285,0.5714285714285714,0.5714285714285714
6,nuwe land gegen Auſter/ vnd tzweintzig,Imuve land gegen Auſter/vnd zwenzig,1/2,0.18421052631578946,0.6666666666666666,0.6666666666666666
7,Monet on vnderlaß fuͦren wir gegen mittag der ſelben,Doneton ſonderlich fuͤren wir gegenn mittag der ſelben,Unuwe land gegen Auster / vnd tzweintzig,0.17307692307692307,0.5555555555555556,0.5555555555555556
8,ſchiffung. vnd fart ordnung vnd wiſe iſt alſo/ Diſe ſchif,ſchiffung vnd fart ordnung vnd ruͤſtet alſo/ Die ſchif,Monet on vnderlaß füren wir gegen mittag der selben,0.15789473684210525,0.4,0.4
9,fung iſt geweſen durch die fortunaten Inſalen/ vor ziten,ſung iſt geweſen durch die forturnaten Inſalen/ voz ziten,schiffung vnd fart ordnung und wise ist also  Sise schif,0.05357142857142857,0.3333333333333333,0.3333333333333333
10,alſo genant/ Aber zuͦ dyſen werden ſy genant die inſulen,alſo genant Aber zů Syſten werden ſy genant die tempulen,fung ist gewesen durch die fortunaten Insalen/ vor ziten,0.16071428571428573,0.4,0.4
11,magne canarie/ der groſſen Canarie/ die da ſindt im drit,magne canarie/ der groſſen Canarie/ die da findtūm ſint,also genant/ Aber zu dysen werden sy genant die insulen,0.10714285714285714,0.3,0.3
