line_number,ground_truth,transcription,cer,wer,bwer,document_id,method
1,founder's Law. 8. The Chymists Law &c. &c.,Of Justifications.,0.9047619047619048,1.0,1.0,071_002_003,mistral
2,6. From Storms. See the Seafaring-man's Law Sect. Con-,,1.0,1.0,1.0,071_002_003,mistral
3,:cerning Storms.,Sumptuary Law & The Glymeides Laws &c &c,2.25,4.0,4.0,071_002_003,mistral
4,7. From the Plague and other infectious diseases. See Laws,,1.0,1.0,1.0,071_002_003,mistral
5,concerning the Plague &c.,6. From Suicide see the unjustifiable moral Laws that bear,1.92,2.25,2.25,071_002_003,mistral
6,8. From Persons insane: See Laws concerning persons,upon murder.,0.8823529411764706,1.0,1.0,071_002_003,mistral
7,Maniac's Law,,1.0,1.0,1.0,071_002_003,mistral
8,insane or 1. The Madman's Law: 2. The Ideot's Law. 2. The,"7. From the Plague and other infectious diseases, the Laws",0.8421052631578947,1.0,1.0,071_002_003,mistral
9,Instructions to the Legislator.,concerning the Plague &c.,0.7096774193548387,1.0,0.75,071_002_003,mistral
10,It is not clear that in every one of the several titles of,,1.0,1.0,1.0,071_002_003,mistral
11,Law above mentioned there will need a provision or set of,8. From Treason immed. the Laws concerning personal,0.7543859649122807,1.0,1.0,071_002_003,mistral
12,"provisions, authorising one person to trespass upon the per-",violence etc. (Barbarous) to wit the Civil Law & the,0.8,1.1111111111111112,0.8888888888888888,071_002_003,mistral
13,:son of another. To determine that question with respect to,Maritime Law,0.864406779661017,1.0,1.0,071_002_003,mistral
14,any of them would be to enter upon a branch of Law fo:,,1.0,1.0,1.0,071_002_003,mistral
15,:reign to that in hand. Nor with respect to every one of,Instructions to the Legislator.,0.75,0.9166666666666666,0.9166666666666666,071_002_003,mistral
16,"these titles could such provisions be exhibited in terminis,",,1.0,1.0,1.0,071_002_003,mistral
17,in any book of universal Law: since they will need to be,It is not clear that in every one of the several titles of,0.8392857142857143,1.0833333333333333,0.9166666666666666,071_002_003,mistral
18,different according to the various local circumstances of dif:,Law above mentioned there will need a provision or set of,0.7903225806451613,1.2222222222222223,1.1111111111111112,071_002_003,mistral
19,:ferent states and provinces. The above references are exhi:,provisions authorising one person to bring another to be,0.7833333333333333,1.0,1.0,071_002_003,mistral
20,":bited only in the way of example, to give a general idea)",punished for an offence. To determine that question with respect to,0.8793103448275862,1.0,0.9166666666666666,071_002_003,mistral
21,of the mode of reference to be adopted on an occa:,any of them would be to enter upon a branch of Law for-,0.76,1.0909090909090908,0.8181818181818182,071_002_003,mistral
22,":sion, like the present.",eign to that in hand. But with respect to many of,1.625,2.75,2.75,071_002_003,mistral
23,of,these titles could such provisions be exhibited in terms,27.5,9.0,9.0,071_002_003,mistral
24,"In like manner, neither is it clear that the names",in any Code of universal Law: since they must needs be,0.8,1.1,1.1,071_002_003,mistral
25,Of Justifications.,different according to the various local circumstances of dif-,2.9444444444444446,4.5,4.5,071_002_003,mistral
26,C,ferent states and provinces. The above references are conci-,60.0,9.0,9.0,071_002_003,mistral
27,7.,"eved only in the way of example, to give a general idea",27.5,12.0,12.0,071_002_003,mistral
