line_number,ground_truth,transcription,cer,wer,bwer,document_id,method
1,keit gottes vmbſcheyn vnß da wir diſen landen zuͦ kamē,ſei gottes vn̄ ſcheyen vnſ da wir dieſen landen zuͦ kamē,0.14814814814814814,0.5,0.5,7474188,openai
2,den̄ vns was abgangen an holtz an waſſer/ vnnd hetten,den vns was abgangen an holz an waſſer/ vn̄ betten,0.09433962264150944,0.4,0.4,7474188,openai
3,noch wenig tag moͤgen bliben/ vnd vff dem mere vnßer,noch wenig tag mögen bliben/ vn̄ vff dem meer vnſer,0.11538461538461539,0.4,0.4,7474188,openai
4,leben enthalten/ Im ſie ere vnd glorig vnd danck geſagt/,leben enthalten/ Im ſee vnd gloria vn̄ danck geſagt/,0.10714285714285714,0.4,0.4,7474188,openai
5,Wir wurden da zerate dz wir fuͦrē nach dem begriff des,Dar vnd vn da zerde das wir fuͤrt nach dem begriff des,0.24074074074074073,0.5454545454545454,0.5454545454545454,7474188,openai
6,ſtaden vn̄ des lands diſer lantſchafft gegē der Sonnen,ſtaden vnd des lands dieſer lanſchafft gegeͤ der Tomen,0.14814814814814814,0.5555555555555556,0.5555555555555556,7474188,openai
7,vffgang vn̄ die anſehung ſolichs lands nyemer ze laſſen/,ſchifgang vnd die anſehung ſolichs lands nyemer ze laſſen/,0.08928571428571429,0.2222222222222222,0.2222222222222222,7474188,openai
8,Und zuͦ ſtundan durch fuͦren wir das/ damit wir kamē,Thoͤ zuͦ ſtundan durch fuͤrer wir das/ damite wir kamē,0.1346153846153846,0.3,0.3,7474188,openai
9,zuͦ einem winckel/ da das land eyn inkere machet gegen,zuͦ eim muͤnster da das land eyne intze machet gegeͤ,0.25925925925925924,0.5,0.5,7474188,openai
10,mittag vnd von der ſtatt da wir am erſten das land traf,vnd nit von der ſtatt da wir am erſten das land traf/,0.18181818181818182,0.25,0.16666666666666666,7474188,openai
11,fen biß zuͦ diſem winckel waren by dryhundert welſcher,ſen bis zuͦ diſem winckel waren by dryhundert welſcher,0.037037037037037035,0.2222222222222222,0.2222222222222222,7474188,openai
12,mile/ vnd in zyt dißer ſchiffung ſind wir zuͦ dickern̄ malē,ſchif vnd in zwen ſchiffen fuͤrnen vnd ſo diſeſer male,0.5423728813559322,0.8181818181818182,0.8181818181818182,7474188,openai
13,zuͦ land gefaren vnd haben früntlich geſprech vnnd wan,in allen geſellen vnd haben ſuͤnlich geſpechen vnd wan,0.35185185185185186,0.6666666666666666,0.6666666666666666,7474188,openai
14,del mit dem ſelben volck gehept als du hienach vernemen,ſo wir vnd die ſchiffers die bruch vnd nemen vnd,0.7272727272727273,1.0,1.0,7474188,openai
15,wirdeſt/ Mir was vergeſſen dir ze ſchriben das von dem,ſo wir die ſchiffers vnd die ſchiben das von dem,0.48148148148148145,0.7,0.7,7474188,openai
16,hochgebirg des grünē houpts biß zuͦ anfang diſer bewo¬,land lanſchafft ſind by ſiebenhundert welſcher milen,0.8703703703703703,1.0,1.0,7474188,openai
17,den landtſchafft ſind by Sibenhundert welſcher milen,Wie wol ich meyn das wir me den̄ Luſtent vn̄ achtung,0.8461538461538461,1.5714285714285714,1.5714285714285714,7474188,openai
18,Wie wol ich meyn das wir me den̄ Tuſent vn̄ achthun¬,vnd nit geſaren ſo von vnwiſenſhey vſ ſetten in ſchiff,0.7884615384615384,1.0,1.0,7474188,openai
19,dert mile gefaren ſo von vnwiſſenheyt d̓ ſtetten vn̄ ſchiff¬,ſetter mit ſo vngewiſter vnd von wonden verbundeter,0.7,0.9,0.8,7474188,openai
