line_number,ground_truth,transcription,cer,wer,bwer,document_id,method
1,über vnd on das in yeglichen oren die mit dryen loͤchern,über vnd on das in yeglichen oren die mit diyen löchern,0.05357142857142857,0.18181818181818182,0.18181818181818182,7474191,gemini
2,durch ſtochen ſynd ſy noch ander ſteyn tragen die in rin,durch ſtochen ſynd ſy noch ander ſteyn tragen die in rin,0.0,0.0,0.0,7474191,gemini
3,gen hangen vn̄ diß wiſe vnd ſytten iſt allein der mannē/,gen hangen vn diß wiſe vnd ſytten iſt allein der manne/,0.03571428571428571,0.18181818181818182,0.18181818181818182,7474191,gemini
4,Den̄ die frowen zerſtechen innen ſelbs ir antlitz nit alſo,Den die frowen zerſtechen innen ſelbs ir antlitz nit alſo,0.017241379310344827,0.1,0.1,7474191,gemini
5,mit loͤcherung den alleyn die oren/ Eyn ander ſyt vnd,mit löcherung den alleyn die oren/ Eyn ander ſyt vnd,0.03773584905660377,0.1,0.1,7474191,gemini
6,wyße iſt ouch vnder vnd by ienen gnuͦg abwyſig vn̄ wi¬,wyke iſt ouch onder vnd by ienen gnug abwyſig vn wi,0.09259259259259259,0.45454545454545453,0.45454545454545453,7474191,gemini
7,der alle menſchliche glaubung/ Das ir frowen die eben,der alle menſchliche glaubung/Das ir frowen die eben,0.018867924528301886,0.2222222222222222,0.2222222222222222,7474191,gemini
8,geluſtig vnd geilgirig ſynd/ vnd ieren mannen machen,geluſtig vnd geilgirig ſynd/vnd ieren mannen machen,0.019230769230769232,0.25,0.25,7474191,gemini
9,das ienen ir büch geſchwellen in ſollicher über meſtung,das ienen ir Büch geſchwellen in ſollicher über meſtung,0.01818181818181818,0.1111111111111111,0.1111111111111111,7474191,gemini
10,das ſy/ vngeſtalt vn̄ ſmechlich erſthynen vnd dz tuͦnd ſy,das ſy/vngeſtalt on ſmechlich erſthynen vnd dz tund ſy,0.07017543859649122,0.4,0.4,7474191,gemini
11,mit ettwas fündē vn̄ gnagung ettlicher gifftigen thierē/,mit ettwas ſünde vn gnagung ettlicher gifftigen thiere/,0.07142857142857142,0.375,0.375,7474191,gemini
12,Und von ſolicher ſach geſchicht das ierer vil ir gemecht,Und von ſolicher ſach geſchicht das ierer vil w gemecht,0.03571428571428571,0.1,0.1,7474191,gemini
13,verlieren die ienen von mangels wegen der artznye fulē,verlieren die ienen von mangels wegen der artznye ſule,0.037037037037037035,0.1111111111111111,0.1111111111111111,7474191,gemini
14,vnd bliben on gemech/ Si haben keyn tuͦch noch teckinē,vnd Bliiben on gemech/Si haben keyn tůch noch teckine,0.1111111111111111,0.5,0.5,7474191,gemini
15,weder lynis noch baumwollins/ Denn ſy des nit bedoͤrf,weder lynie noch Baumwollins/Denn ſy des nit Bedörf,0.11320754716981132,0.4444444444444444,0.4444444444444444,7474191,gemini
16,fen vnd haben keyn eygen guͦt/ Sunder alle ding ſind in,fen vnd haben keyn eygen gut/Sunder alle ding ſind ine,0.05454545454545454,0.2727272727272727,0.2727272727272727,7474191,gemini
17,nen gemein/ Si lebē ſamenhafft on künig on gebieter vn̄,nen gemein/Si lebe ſamenhafft on künig on gebieter vn,0.05454545454545454,0.4,0.4,7474191,gemini
18,iſt ir yeglicher im ſelbs herr/ So vil wiber nemen ſy ſo,iſt ir yeglicher im ſelbs herr / So vil wißer nemen ſy ſo,0.03571428571428571,0.25,0.25,7474191,gemini
19,vil ſy woͤllen/ vnd d̓ ſun mit der muͦter vn̄ der bruͦder mit,vil ſy wollen/vnd & ſun mit der můter vn der brůder mit,0.14754098360655737,0.46153846153846156,0.46153846153846156,7474191,gemini
