line_number,ground_truth,transcription,cer,wer,bwer,document_id,method
1,Of Semi-public Offences in General.,Of Semi-public Offences in General,0.02857142857142857,0.2,0.2,071133003,mistral
2,persons or destroys the property of particular individuals among the,persons or destroys the property of particular individuals among the,0.0,0.0,0.0,071133003,mistral
3,Uws he may be not only punished crimenally for the calumny,Jews he may be not only punished criminally for the calumny,0.05172413793103448,0.18181818181818182,0.18181818181818182,071133003,mistral
4,"thrown on the Sect, but made civilly responsible for the particular","thrown on the Sect, but made civily responsible for the particular",0.014925373134328358,0.09090909090909091,0.09090909090909091,071133003,mistral
5,mischief done to the individual I ews whose persons or property,mischief done to the individual Jews whose persons or property,0.031746031746031744,0.18181818181818182,0.18181818181818182,071133003,mistral
6,were thus attached.,were thus attached.,0.0,0.0,0.0,071133003,mistral
7,"As to any farther particulars relative to this head, they","As to any farther particulars relative to this head, they",0.0,0.0,0.0,071133003,mistral
8,of men,of men,0.0,0.0,0.0,071133003,mistral
9,must depend upon the particular class in question. They are therefore,must depend upon the particular class in question. They are therefore,0.0,0.0,0.0,071133003,mistral
10,stand,stand,0.0,0.0,0.0,071133003,mistral
11,of a local nature; and are without the limits of the present under,of a local nature; and can without the limits of the present stand,0.12121212121212122,0.15384615384615385,0.15384615384615385,071133003,mistral
12,taking work.,there's worth.,0.6666666666666666,1.0,1.0,071133003,mistral
