line_number,ground_truth,transcription,cer,wer,bwer,document_id,method
1,keit gottes vmbscheyn vnß da wir disen landen zū kamen,,1.0,1.0,1.0,7474188,gemini
2,den̄ vns was abgangen an holtz an wasser / vnnd hetten,,1.0,1.0,1.0,7474188,gemini
3,noch wenig tag moͤgen bliben / vnd vff dem mere vnßer,,1.0,1.0,1.0,7474188,gemini
4,leben enthalten / Im sie ere vnd gloria vnd danck gesagt /,,1.0,1.0,1.0,7474188,gemini
5,Wir wurden da zerate das wir füren nach dem begriff des,,1.0,1.0,1.0,7474188,gemini
6,staden vn des lands diser lantschafft gegen der Sonnen,,1.0,1.0,1.0,7474188,gemini
7,"vffgang vn die ansehung solichs lands nyemer ze lassen,",,1.0,1.0,1.0,7474188,gemini
8,End zu stundan durch füren wir das / damit wir kamen,,1.0,1.0,1.0,7474188,gemini
9,zu einem winckel/ da das land eyn inkere machet gegen,,1.0,1.0,1.0,7474188,gemini
10,mittag vnd von der statt da wir am ersten das land traf,,1.0,1.0,1.0,7474188,gemini
11,fen biß zu disem winckel waren by dryhundert welscher,,1.0,1.0,1.0,7474188,gemini
12,male / vnd in zyt dißer schiffung sind wir zu dickern malen,,1.0,1.0,1.0,7474188,gemini
13,zu land gefaren vnd haben fruntlich gesprech vnnd wan,,1.0,1.0,1.0,7474188,gemini
14,del mit dem selben volck gehept als du hienach vernemen,,1.0,1.0,1.0,7474188,gemini
15,"wirdest, Mir was vergessen dir ze schriben das von dem",,1.0,1.0,1.0,7474188,gemini
16,hochgebirg des grüne houpts biß zu anfang diser bewon¬,,1.0,1.0,1.0,7474188,gemini
17,den landtschafft sind by Sibenhundert welscher milen,,1.0,1.0,1.0,7474188,gemini
18,Wie wol ich meyn das wir me den Lusent vn achthun¬,,1.0,1.0,1.0,7474188,gemini
19,dert mile gefaren so von vnwissenheyt stetten vn̄ schiff¬,,1.0,1.0,1.0,7474188,gemini
20,meisters so von vngewitter vnd von winden verhindert,,1.0,1.0,1.0,7474188,gemini
21,die vnsern schlechten weg widertriben zu stetten vnd vil,,1.0,1.0,1.0,7474188,gemini
22,abwendungen / Senn wen min gesellen ir gemut vnd ver-,,1.0,1.0,1.0,7474188,gemini
23,"truwen nit zu mir gesetzt hetten, so mir bekantlich was 8",,1.0,1.0,1.0,7474188,gemini
24,grossen welt lantsterlugung vnd gelegenheit so weis kein,,1.0,1.0,1.0,7474188,gemini
25,schiffman oder wegwiser vnßer fart der ioch by funffhun,,1.0,1.0,1.0,7474188,gemini
26,dert milen wußte wo wir waren. Senn wir vmb¬,,1.0,1.0,1.0,7474188,gemini
27,schweiffig vnd irrig / Denn allein der himelschen zeichen,,1.0,1.0,1.0,7474188,gemini
28,hohe waren vns zuͤbewisung vnd zōugten vns warheyt,,1.0,1.0,1.0,7474188,gemini
29,verlorner dingen vnd die selben waren vns der quadrat,,1.0,1.0,1.0,7474188,gemini
30,"vnd das Astralabium als sy alle erkanten, hie von si alle",,1.0,1.0,1.0,7474188,gemini
31,"mich in grossen eren hielten, Senn ich zoigt inen das on",,1.0,1.0,1.0,7474188,gemini
32,die verschreibnen meres karten kunst der schifflung ich be,,1.0,1.0,1.0,7474188,gemini
33,richter was dan alle Schiffherren der gantzen welt den,,1.0,1.0,1.0,7474188,gemini
34,A iii,,1.0,1.0,1.0,7474188,gemini
