line_number,ground_truth,prediction,transkribus,cer,wer,bwer
1,It glucklicher fart Am vier,It glucklicher fart ſlm v̈ber,It glucklicher hart Flm vier,0.14814814814814814,0.4,0.4
2,zehenden tag des monats Mayen/ Tu¬,zehenden tag des monats Mayen / Lu¬,zehenden tag des monats Mayen / Lu¬,0.058823529411764705,0.5,0.5
3,ſent fünffhūdert eyn Iars/ ſchieden wir,sent fünffhüdert eyn Jars/ schieden wir,sent funffhudert eyn Jars  schieden wir,0.10256410256410256,0.6666666666666666,0.6666666666666666
4,von Oliſpppo nach gebott des obgenan¬,von Olisippo nach gebott des obgenan̄,von Olisippo nach gebott des obgenans,0.08108108108108109,0.3333333333333333,0.3333333333333333
5,ten künigs mit dryen ſchiffen zuͦ erſuͦchē,ten künigs mit dryen schiffen zu ersüchen,ten künigs mit dryen schiffen zu ersuͤchen,0.16666666666666666,0.42857142857142855,0.42857142857142855
6,nuwe land gegen Auſter/ vnd tzweintzig,,1/2,1.0,1.0,1.0
7,Monet on vnderlaß fuͦren wir gegen mittag der ſelben,Unuwe land gegen Auster / vnd tzweintzig,Unuwe land gegen Auster / vnd tzweintzig,0.8076923076923077,1.0,0.8888888888888888
8,ſchiffung. vnd fart ordnung vnd wiſe iſt alſo/ Diſe ſchif,Monet on vnderlaß füren wir gegen mittag der selben,Monet on vnderlaß füren wir gegen mittag der selben,0.7719298245614035,1.0,1.0
9,fung iſt geweſen durch die fortunaten Inſalen/ vor ziten,schiffung vnd fart ordnung vnd wiſe iſt alſo/ Diſe ſchif,schiffung vnd fart ordnung und wise ist also  Sise schif,0.8214285714285714,1.1111111111111112,1.0
10,alſo genant/ Aber zuͦ dyſen werden ſy genant die inſulen,fung ist gewesen durch die fortunaten Insalen/ vor ziten,fung ist gewesen durch die fortunaten Insalen/ vor ziten,0.7857142857142857,1.0,0.9
11,magne canarie/ der groſſen Canarie/ die da ſindt im drit,also genant/ Aber zu dysen werden sy genant die insulen,also genant/ Aber zu dysen werden sy genant die insulen,0.7321428571428571,1.0,0.9
12,ten Clima der ſibenfaltigē vßteilung der welt vnd am an,magne canarie / der grossen Canarie / die da sindt im drit,magne canarie / der grossen Canarie / die da sindt im drit,0.8363636363636363,1.1,1.1
13,ſtoß vnd gegē der wonhafftigē landen der ſonnē nyder¬,ten Clima der sibenfaltige vßteilung der welt vnd am an,ten Clima der sibenfaltige vßteilung der welt vnd am an,0.7547169811320755,1.0,0.7777777777777778
14,gangs/ Dannen durch das groß mer Occeanū dē gātzē,stoß vnd gegen der wonhafftigen landen der sonne nyder¬,stoß vnd gegen der wonhafftigen landen der sonne nyder¬,0.9387755102040817,1.0,1.0
15,ſtaden affricum vn̄ eyn teil der Moͤren lands durchren̄t,gangs/ Sannen durch das groß mer Occeanum de gantze,gangs  Sannen durch das groß mer Occeanum de gantzen,0.7857142857142857,1.0,1.0
16,biß zuͦ den hochbergen der Moren ſo alſo von Ptolomeo,staden affricum vn̄ eyn teil der Moͤren lands durchrent,staden affricum vn eyn teil der Moͤren lands durchrent,0.8301886792452831,1.0,0.9
17,genēpt wirt/ Das zuͦ dißen zeitē von den vnſern dz grün̄,biß zu den hochbergen der Moren so also von Ptolomeo,biß zu den hochbergen der Moren so also von Ptolomeo,0.8214285714285714,1.0,0.8181818181818182
18,houpt genempt wirt/ vn̄ von den Morē beſeglitte/ vnd,geneppt wirt/ Das zu diſſen zeite von den vnſern dz grün,genenpt wirt / Das zu dißen zeite von den vnsern dz grijn,0.7692307692307693,1.0,0.8888888888888888
19,die ſelbe lantſchafft Mandinglia vierzehē gradus innert,houpt genempt wirt/vn von den Moͤße beseglitte/vnd,haupt genempt wirt / vn von den Horen beseglitte / vnd,0.8545454545454545,1.0,1.0
20,der krummen ſchnuͦr genāt Torrida zona/ von der lyniē,die selbe lantschafft Mandinꝛia vierzehē gradus innert,die selbe lantschafft Mandinglia vierzehen gradus innert,0.8301886792452831,1.0,1.0
21,equinoctiali gegen Mitternacht die von ſchwartzen lü¬,der krummen schnuͤr genaͤt Torrida zona / von der lymen,der krummen schnuͤr genaͤt Torrida zona / von der lymen,0.8490566037735849,1.2857142857142858,1.2857142857142858
22,ten vnd voͤlckern bewōt wirt/ da ſelbs nach raſtung vn̄,equinoctiali gegen Mitternacht die von schwartzen li¬,equinoctiali gegen Mitternacht die von schwartzen lii¬,0.7818181818181819,1.0,1.0
23,widerlabung vnſer krafft vnnd nottürfftiger dingen zuͦ,ten vnd völckern bewot wirt / da selbs nach rastung vn̄,ten vnd volckern bewot wirt / da selbst nach rastung vn̄,0.8703703703703703,1.5714285714285714,1.5714285714285714
24,vnſer ſchiffung/ huͦben wir die encker vff vn̄ zertan̄tē die,widerlabung vnser krafft vnnd notturfftiger dingen zu,widerlabung vnser krafft vnnd notturfftiger dingen zu,0.7666666666666667,1.0,1.0
