line_number,ground_truth,prediction,transkribus,cer,wer,bwer
1,über vnd on das in yeglichen oren die mit dryen loͤchern,über vnd on das in yeglichen oren die mit dryen loͤchern,über vnd on das in yeglichen oren die mit dryen loͤchern,0.0,0.0,0.0
2,durch ſtochen ſynd ſy noch ander ſteyn tragen die in rin,durch stochen ſynd ſy noch ander ſteyn tragen die in rin,durch stochen synd sy noch ander steyn tragen die in rin,0.017857142857142856,0.09090909090909091,0.09090909090909091
3,gen hangen vn̄ diß wiſe vnd ſytten iſt allein der mannē/,gen hangen vn diß wise vnd sytten ist allein der mannē,gen hangen vn diß wise vnd sytten ist allein der mannen ,0.08928571428571429,0.45454545454545453,0.45454545454545453
4,Den̄ die frowen zerſtechen innen ſelbs ir antlitz nit alſo,Sen die frowen zerstechen innen selbs ir antlitz nit also,Sen die frowen zerstechen innen selbs ir antlitz nit also,0.08620689655172414,0.4,0.4
5,mit loͤcherung den alleyn die oren/ Eyn ander ſyt vnd,mit löcherung den alleyn die oren/ Eyn ander syt vnd,mit löcherung den alleyn die oren / Eyn ander syt vnd,0.05660377358490566,0.2,0.2
6,wyße iſt ouch vnder vnd by ienen gnuͦg abwyſig vn̄ wi¬,wyse ist ouch vnder vnd by ienen gnuͤg abwysig vn̄ wi¬,wyse ist ouch vnder vnd by ienen gnuͤg abwysig vn̄ wi¬,0.07407407407407407,0.36363636363636365,0.36363636363636365
7,der alle menſchliche glaubung/ Das ir frowen die eben,der alle menſchliche glaubung/ Das ir frowen die eben,der alle menschliche glaubung  Das ir frowen die eben,0.0,0.0,0.0
8,geluſtig vnd geilgirig ſynd/ vnd ieren mannen machen,gelustig vnd geilgirig ſynd / vnd ieren mannen machen,gelustig vnd geilgirig synd / vnd ieren mannen machen,0.038461538461538464,0.375,0.375
9,das ienen ir büch geſchwellen in ſollicher über meſtung,das ienen ir Büch geschwellen in sollicher über mestung,das ienen ir Büch geschwellen in sollicher über mestung,0.07272727272727272,0.4444444444444444,0.4444444444444444
10,das ſy/ vngeſtalt vn̄ ſmechlich erſthynen vnd dz tuͦnd ſy,das sy vngestalt vn smechlich ersthynen vnd ꝺz tuͤnd sy,das sy vngestalt vn smechlich ersthynen vnd ꝺz tuͤnd sy,0.15789473684210525,0.8,0.8
11,mit ettwas fündē vn̄ gnagung ettlicher gifftigen thierē/,mit ettwas füͤnde vn̄ gnagung ettlicher gifftigen thiere/,mit ettwas funden vn gnagung ettlicher gifftigen thiere /,0.05357142857142857,0.25,0.25
12,Und von ſolicher ſach geſchicht das ierer vil ir gemecht,Vnd von solicher sach geschicht das ierer vil ir gemecht,Vnd von solicher sach geschicht das ierer vil ir gemecht,0.07142857142857142,0.4,0.4
13,verlieren die ienen von mangels wegen der artznye fulē,verlieren die ienen von mangels wegen der artznye fulen,verlieren die ienen von mangels wegen der artznye fulen,0.037037037037037035,0.1111111111111111,0.1111111111111111
14,vnd bliben on gemech/ Si haben keyn tuͦch noch teckinē,vnd bliben on gemech/ Si haben keyn tuͤch noch teckinem,vnd Bliben on gemech/ Si haben keyn tuͤch noch teckinem,0.05555555555555555,0.2,0.2
15,weder lynis noch baumwollins/ Denn ſy des nit bedoͤrf,weder lynis noch Baumwollins/ Denn ſy des nit bedörf,weder lynis noch Baumwollins  Denn sy des nit bedörf,0.05660377358490566,0.2222222222222222,0.2222222222222222
16,fen vnd haben keyn eygen guͦt/ Sunder alle ding ſind in,fen vnd haben keyn eygen guͤt / Sunder alle ding sind in¬,fen vnd haben keyn eygen guͤt / Sunder alle ding sind in¬,0.07272727272727272,0.36363636363636365,0.36363636363636365
