line_number,ground_truth,prediction,transkribus,cer,wer,bwer
1,Alberics Ueſpuccius Laurentio,Albericus Vespuccius Laurentio,Albericus Wespuccius Laurentio,0.10344827586206896,0.6666666666666666,0.6666666666666666
2,Petri Franciſci de Medicis vil gruͦß.,Petri Francisci de Medicis vil gruͤß.,Petri Francisci de Medicis vil gruͤß.,0.05405405405405406,0.3333333333333333,0.3333333333333333
3,N vergangnen tagē hab ich dir ebē wit geſchri¬,N vergangnen tagẽ hab ich dir ebẽ wit geschri¬,N vergangnen tagen hab ich dir eben wit geschri¬,0.06521739130434782,0.3333333333333333,0.3333333333333333
4,ben von miner widerfart von den nüwen lant¬,ben von miner widerfart von den nüwen lant,ben von miner widerfart von den nuwen lant,0.023255813953488372,0.125,0.125
5,ſchafften die ich mit Claſſen verſambneter ſchif,schaffren die ich mit Classen versambneter schif,schafften die ich mit Classen versambneter schif-,0.125,0.5714285714285714,0.5714285714285714
6,fen mit ſchwerem koſten von gebot des Durchlichtigo¬,fen mit ſchwerem koſten von gebot des Durchlichtigo¬,fen mit schwerem kosten von gebot des Durchlichtigo¬,0.0,0.0,0.0
7,ſten Künigs von portigal durchſuͦcht haben vnd fundē,sten Rünigs von portigal durchſuͤcht haben vnd funden,sten Rünigs von portigal durchsuͤcht haben vnd funten,0.09615384615384616,0.5,0.5
8,Die man mag die Nuwen welt nennen/ So by vnſern̄,Die man mag die Nuwen welt nennen/ So by vnsern,Sie man mag die Nuwen welt nennen  So by vnsern,0.041666666666666664,0.1,0.1
9,vorfarn̄ vettern̄ dauon keyn wiſſen geweſen/ vnd allen dē,vorfarn vettern dauon keyn wissen gewesen / vnd allen,vorfarn vettern dauon keyn wissen gewesen / vnd allen,0.15789473684210525,0.6666666666666666,0.5555555555555556
10,die ſolichs hoͤren eyn aller ding nuws ſy/ Sunder ouch,die solichs hoͤren eyn aller ding nuws sy  Sunder ouch,die solichs hoͤren eyn aller ding nuws sy  Sunder ouch,0.05555555555555555,0.2,0.2
11,das alle wenung vnßer eltern über trüfft ſo doch der mer,das alle wenung vnſer eltern uͤber truͤfft ſo doch der mer,das alle wenung vnßer eltern über trúfft so doch der mer,0.08928571428571429,0.2727272727272727,0.2727272727272727
12,teyl der ſelben ſpricht/ das über die glichmitnechtige ly¬,teyl der selben spricht/ das über die glichmitnechtige ly¬,teyl der selben spricht  das über die glichmitnechtige ly¬,0.034482758620689655,0.2222222222222222,0.2222222222222222
13,nien genant Equinoctialis. vn̄ gegē mittag keyn wonūg,nien genant Equinoctialis. vn̄ gegen mittag keyn wonnge,nien genant Equinoctialis. vn̄ gegen mittag keyn wonnge,0.07547169811320754,0.25,0.25
14,d̓ litten ſunder alleyn dz groſ mer inhaltē/ Das ſy nennē,s litten suͤnder alleyn ꝺzgros mer inhalte / Das sy nenne,s litten suͤnder alleyn ꝺzgros mer inhalten / Das sy nenne,0.19298245614035087,0.7272727272727273,0.6363636363636364
15,das Attlandiſch mer/ Und ob yemand der ſelbē wonun,das Attlandisch mer/ Und ob yemand der selbe wonun,das Attlandisch mer/ Und ob yemand der selbe wonun,0.06,0.2222222222222222,0.2222222222222222
16,gen daſelbs ſyn geredt ſo habē ſy doch vß vil ſachen das,gen daselbs ſyn geredt ſo habē ſy doch vß vil ſachen das,gen daselbs syn geredt so habem sy doch vß vil sachen das,0.017857142857142856,0.08333333333333333,0.08333333333333333
17,da wonhafftig land vnd ertrich ſy widerredt/ Aber dz ſo,da wonhafftig land vnd ertrich sy widerredt/ Aber dz so,da wonhafftig land vnd ertrich sy widerredt  Aber dz so,0.03636363636363636,0.2,0.2
18,lich ir wenen falſch vn̄ der worheit widerig ſy in alle weg,lich ir wenen falsch vn der worheit widerig sy in alle weg,lich ir wenen falsch vn der worheit widerig sy in alle weg,0.05084745762711865,0.25,0.25
19,hat diß mindeſte ſchiffung bewyßt/ So ich in den ſelben,hat diß min leſte ſchiffung bewyſt/ So ich in den ſelben,hat diß min leste schiffung bewyft  So ich in den selben,0.05454545454545454,0.3,0.3
20,gegnūgen gegen mittag menſchliche inwonung funden,gegnügen gegen mittag menschliche inwohnung funden,gegnugen gegen mittag menschliche inwonung funden,0.061224489795918366,0.5,0.5
21,hab mit vil volcks vnd vil thieren bewert/ den̄ vnſer euro,hab mit vil volcks vnd vil thieren bewert/den vnſer euro,hab mit vil volcks vnd vil thieren bewert / den vnser euro,0.034482758620689655,0.18181818181818182,0.18181818181818182
22,pa oder Aſiam oder Affricam/ vnnd ſo vil me geſunden,pa oder Asiam oder Affricam/ vnnd so vil me gesunden,pa oder Asiam oder Affricam  vnnd so vil me gesunden,0.057692307692307696,0.3,0.3
23,temperierten lufft ſchon vnd luter me vnd luſtiger denn,temperierten lufft schon vnd luter me vnd lustiger denn,temperierten lufft schon vnd luter me vnd lustiger denn,0.03636363636363636,0.2222222222222222,0.2222222222222222
24,in eynicher andern lantſchafft die wir wiſſen/ Als du har,in eynicher andern lantschafft die wir wissen/ Als du har,in eynicher andern lantschafft die wir wissen/ Als du har,0.05263157894736842,0.2,0.2
25,nach ſehen vnd verſtan würſt ſo ich kurtz die obern̄ ding,nach sehen vnd verstan würst so ich kurtz die obern̄ ding,nach sehen vnd verstan würst so ich kurtz die obern̄ ding,0.07017543859649122,0.36363636363636365,0.36363636363636365
26,beſchriben vnd die ding ſo vermerckens vnd gedechtniß,beschriben vnd die ding so vermerckens vnd gedechtniß,beschriben vnd die ding so vermerckens vnd gedechtniß,0.03773584905660377,0.25,0.25
27,aller würdigeſt vn̄ von mir geſehen oder gehoͤrt in dißer,aller würdigest vn von mir gesehen oder gehort in dißer,aller würdigest vn von mir gesehen oder gehort in dißer,0.07017543859649122,0.4,0.4
28,nüwen welt ſind/ Als harnach gezeygt würt.,nuwen welt sind/ Als harnach gezeygt würt,nuwen welt sind/ Als harnach gezeygt würt-,0.07142857142857142,0.42857142857142855,0.42857142857142855
29,,Z+[extra],Z,1.0,1.0,1.0
