line_number,ground_truth,prediction,transkribus,cer,wer,bwer
1,cher verderbung ſchiffbruchē was liplicher vnfuͦrē wyr,cher verderbung schiffbruche was liplicher vnfuͤre wyr,cher verdersung schiffbruchen was liplicher vnfuͤren wyr,0.07407407407407407,0.2857142857142857,0.2857142857142857
2,gelitten habē/ Und mit was angſtē vnſers gemuͤtes wir,gelitten habe/ Und mir was angſte vnſers gemuͤtes wir,gelitten haben / End mit was angsten vnsers gemuͤtes wir,0.05660377358490566,0.3333333333333333,0.3333333333333333
3,gearbeit habē/ mein ich/ gib ich denen ze bedenckē die vß,gearbeit habę/ mein ich / gib ich denen ze bedencke die vſ,gearbeit habę/ mein ich / gib ich denen ze bedencken die vß,0.07017543859649122,0.45454545454545453,0.45454545454545453
4,vil dingen erfarūg wol wiſſen/ waſda ſie vngewiſſe ding,vil dingen erfaring wol wissen / was da sie vngewisse ding,vil dingen erfarumg wol wissen / wasda sie vngewisse ding,0.18181818181818182,0.7777777777777778,0.7777777777777778
5,ſuͦchen/ vnnd nit wiſſen ob die ſien zuͦ erfaren/ Und das,suchen/vnnd nit wissen ob die ſien zu erfaren/ Vnd das,suchen vnnd nit wissen ob die sien zu erfaren  Und das,0.12280701754385964,0.45454545454545453,0.45454545454545453
6,ich mit eynem wort alle ding begriffe/ ſolt du wiſſen das,ich mit eynem wort alle ding begriffe/ solt du wissendas,ich mit eynem wort alle ding begriffe  solt du wissendas,0.07017543859649122,0.2727272727272727,0.2727272727272727
7,in Sechtzig tagen vnnd ſiben tagen die wir ſchiffeten,in Sechzig tagen vnnd siben tagen die wir schiffeten,in Sechtzig tagen vnnd siben tagen die wir schiffeten,0.05660377358490566,0.3333333333333333,0.3333333333333333
8,vier vnd viertzig tag on vnderlaß an einander gehept ha,vier vnd viertzig tag on vnderlaß an einander gehept ha,vier vnd viertzig tag on vnderlaß an einander gehept ha,0.0,0.0,0.0
9,ben mit regen tonnern vnd blitzgen ſo gar finſter dz wir,ben mit regen tonnern vnd blitzen so gar finster dz wir,ben mit regen tonnern vnd Elitzgen so gar finster dz wir,0.05357142857142857,0.2727272727272727,0.2727272727272727
10,weder Sonnē im tag noch liechtē hymel in der nacht nie,weder Sonnē im tag noch liechtē hymel in der nacht nie,weder Sonnen im tag noch liechten hymel in der nacht nie,0.0,0.18181818181818182,0.18181818181818182
11,geſehen haben/ Da von ſo geſchach dz vns ſolicher groſ¬,gesehen haben/ Da von so geschach dz vns solicher gros¬,gesehen haben. Da von so geschach dz vns solicher gros¬,0.09090909090909091,0.5,0.5
12,ſer ſchrecken infiel dz wir gar nach alle hoffnung vnſers,ser schrecken infiel dz wir gar nach alle hoffnung vnsers,ser schrecken infiel dz wir gar nach alle hoffnung vnsers,0.05263157894736842,0.3,0.3
13,lebens hinwurffen/ In ſoͤlichen angſten dennoch vn̄ ſo,lebens hinwurffen/ In sölichen angsten dennoch vn so,lebens hinwurffen  In sölichen angsten dennoch vn so,0.1111111111111111,0.5,0.5
14,wüetungen des mers vnnd des hymels gefiel dem hoch,wuetungen des mers vnnd des hymels gefiel dem hoch,wuetungen des mers vnnd des hymels gefiel dem hoch,0.02,0.1111111111111111,0.1111111111111111
15,ſten gott vns ze zoigen ingewont ertrich vnnd nüw lant,sten gott vns zezoigen ingewont ertrich vnnd niiw lant,sten gott vns zezoigen ingewont ertrich vnnd niiw lant,0.07407407407407407,0.4,0.4
16,ſchafften vnd ein vnbekante welt/ Das wir nach der ſel¬,schafften vnd ein vnbekante welt/Das wir nach der sel¬,schafften vnd ein vnbekante welt  Das wir nach der sel¬,0.05454545454545454,0.4,0.4
17,ben bſehung mit ſo groſſen freiden durchgoſſen ſynd als,ben bſehung mit ſo groſſen freiden durchgoſſen ſynd alſ,ben bsehung mit so grossen freiden durchgossen synd als,0.01818181818181818,0.1111111111111111,0.1111111111111111
18,yemant wol bedencken mag/ wie gewonlich denen geſchi,yemant wol bedencken mag/ wie gewonlich denen geschi,yemant wol bedencken mag / wie gewonlich denen geschi,0.019230769230769232,0.125,0.125
19,cht die vß vil mengerley betrüpnüßen vnd vnfal vnd vß,cht die vß vil mengerley betrüpnußen vnd vnfal vnd vs,cht die vß vil mengerley betrüpnußen vnd vnfal vnd vs,0.03773584905660377,0.2,0.2
20,widerſpeningen glück verheilet vnd funden/ vn̄ eruolgt,widerspeningen glück verheilet vnd funden / vn̄ ernolgt,widerspeningen glück verheilet vnd funden / vn̄ ernolgt,0.05555555555555555,0.5714285714285714,0.5714285714285714
21,haben/ Alſo an dē Sibenden tag des monats Ouguſten,haben/ Also an de Sibenden tag des monats Ougusten,haben. Also an de Sibenden tag des monats Ougusten,0.06,0.3333333333333333,0.3333333333333333
22,Thuſent finffhūdert vn̄ ein ior/ In d̓ gemeltē lātſchafftē,Thusent finffhūdert vn ein ior / In d gemelte lantschaffte,Thusent finffhūdert vn ein ior / In  8 gemelten lantschafften,0.15517241379310345,0.7777777777777778,0.7777777777777778
23,ſtaden vnd zuͦlendung wurffen wir die encker in/ got vn,staden vnd zuͤlendung wurffen wir die encker in/ got vn,staden vnd zuͤlendung wurffen wir die encker in/ got vn,0.03636363636363636,0.2,0.2
24,ſerm herren lobſagendt mit hochzierlicher byt vnd gebet,serm herren lobsagendt mit hochzierlicher ſyt vnd gebet,serm herren lobsagendt mit hochzierlicher Byt vnd gebet,0.05454545454545454,0.375,0.375
25,vnd mit geſang eyner zierlichen meß/ Da erkanten wir,vnd mit gesang eyner zierlichen meß / Da erkanten wir,vnd mit gesang eyner zierlichen meß / Da erkanten wir,0.038461538461538464,0.3333333333333333,0.3333333333333333
26,das land vnd ertrich nit ein inſel ſin/ ſunder ein ingewōt,das land vnd ertrich nit ein insel sin/ sunder ein ingewont,das land vnd ertrich nit ein insel sin/ sunder ein ingewont,0.08620689655172414,0.36363636363636365,0.36363636363636365
27,land denn ſich ſoͤlichs ſtrackt mit faſt langen ſtaden nitt,land denn sich soͤlichs strackt mit fast langen staden nitt,land denn sich soͤlichs strackt mit fast langen staden nitt,0.0847457627118644,0.5,0.5
28,mit vmbzuͦgonen die da vmbgiengen vnd voll iſt on zall,mit vmbzigonen die da vmbgiengen vnd voll ist on zal!,mit vmbzugonen die da vmbgiengen vnd voll ist on zall,0.07407407407407407,0.3,0.3
29,vil inwonender lüten denn wir dar ingefunden habē on,vil inwonender lüten denn wir dar ingefunden habē on,vil inwonender lüten denn wir dar ingefunden habe on,0.0,0.0,0.0
30,zal vil voͤlcker vnd lüt vnd aller wald thieren geſchlecht,zal vil völcker vnd liit vnd aller wald thieren geschlecht,zal vil völcker vnd liit vnd aller wald thieren geschlecht,0.08620689655172414,0.3,0.3
