line_number,ground_truth,transcription,cer,wer,bwer,document_id,method
1,2.,c.,0.5,1.0,1.0,071111002,mistral
2,Of Family Imposture.,,1.0,1.0,1.0,071111002,mistral
3,pretended mother was or was not privy to the Imposture.,Of Family Imposture.,0.7272727272727273,0.9,0.9,071111002,mistral
4,4. But if any one bring up a child begotten of a married Woman,,1.0,1.0,1.0,071111002,mistral
5,"during the continuance of the marriage by and Adulterer, as if it",pretended mother was or was not privy to the Imposture.,0.8,1.0,0.9166666666666666,071111002,mistral
6,"were the child of the Husband, this is not Family Imposture.",,1.0,1.0,1.0,071111002,mistral
7,Punishment.,4. But of any one bringing up a child begotten of a married Woman,5.363636363636363,14.0,14.0,071111002,mistral
8,For Family Imposture the Punishment of an Impostor,"-during the continuance of the marriage by an Adulterer, as if it",1.02,1.25,1.125,071111002,mistral
9,himself shall be as follows.,"were the child of the Husband, this is not Family Imposture.",1.6428571428571428,2.2,2.2,071111002,mistral
10,1. He shall be punished ignominiously and afflictively with the,,1.0,1.0,1.0,071111002,mistral
11,Impostor's Mask. See [Punishments],Punishment.,0.7058823529411765,1.0,1.0,071111002,mistral
12,2. He shall be imprisoned or confined to hard Labour for Life.,,1.0,1.0,1.0,071111002,mistral
13,The Punishment of a Suborner shall be as follows:,For Family Imposture the Punishment of an Imposter,0.8367346938775511,1.0,0.7777777777777778,071111002,mistral
14,1. He shall be ignominiously connected with an Impostor or the Effig-,-himself shall be as follows,0.8115942028985508,0.8333333333333334,0.8333333333333334,071111002,mistral
15,-y of an Impostor.,,1.0,1.0,1.0,071111002,mistral
16,2. He shall be imprisoned or confined to hard Labour for Life.,1. He shall be punished ignominiously and afflictively with the,0.6451612903225806,0.75,0.75,071111002,mistral
17,Exposition,Impostor's mask. See [Punishments?],3.0,4.0,4.0,071111002,mistral
18,"[(A) Suborner] There may be a suborner of imposture, where there is no",,1.0,1.0,1.0,071111002,mistral
19,impostor: the party falsely pretended to possess the character in question,2. He shall be imprisoned or confined to hard Labour for Life.,0.7432432432432432,1.0909090909090908,1.0,071111002,mistral
20,not knowing but he is intitled to it; for instance in the case of a suppo=,,1.0,1.0,1.0,071111002,mistral
21,:ssitious Child. Excuses,The Punishment of a Suborner shall be as follows:,1.6666666666666667,3.0,3.0,071111002,mistral
22,(A),,1.0,1.0,1.0,071111002,mistral
23,C,1. He shall be ignominiously connected with an Imposter or the Effi-,68.0,12.0,12.0,071111002,mistral
