line_number,ground_truth,transcription,cer,wer,document_id,method
1,über vnd on das in yeglichen oren die mit dryen loͤchern,über vnd on das in yeglichen oren die mit dryen löchern,0.03571428571428571,0.09090909090909091,7474191,openai
2,durch ſtochen ſynd ſy noch ander ſteyn tragen die in rin,durch stochen ſynd ſy noch ander ſteyn tragen die in rin,0.017857142857142856,0.09090909090909091,7474191,openai
3,gen hangen vn̄ diß wiſe vnd ſytten iſt allein der mannē/,"gen hangen vn diß wise vnd sytten ist allein der mannen,",0.125,0.45454545454545453,7474191,openai
4,Den̄ die frowen zerſtechen innen ſelbs ir antlitz nit alſo,Sen die frowen zerstechen innen selbs ir antlitz nit also,0.08620689655172414,0.4,7474191,openai
5,mit loͤcherung den alleyn die oren/ Eyn ander ſyt vnd,mit löcherung den alleyn die oren/ Eyn ander syt vnd,0.05660377358490566,0.2,7474191,openai
6,wyße iſt ouch vnder vnd by ienen gnuͦg abwyſig vn̄ wi¬,wyse ist ouch vnder vnd by ienen gnuͤg abwysig vn̄ wi¬,0.07407407407407407,0.36363636363636365,7474191,openai
7,der alle menſchliche glaubung/ Das ir frowen die eben,der alle menſchliche glaubung/ Das ir frowen die eben,0.0,0.0,7474191,openai
8,geluſtig vnd geilgirig ſynd/ vnd ieren mannen machen,gelustig vnd geilgirig ſynd / vnd ieren mannen machen,0.038461538461538464,0.375,7474191,openai
9,das ienen ir büch geſchwellen in ſollicher über meſtung,das ienen ir Büch geschwellen in sollicher über mestung,0.07272727272727272,0.4444444444444444,7474191,openai
10,das ſy/ vngeſtalt vn̄ ſmechlich erſthynen vnd dz tuͦnd ſy,das sy vngestalt vn smechlich ersthynen vnd ꝺz tuͤnd sy,0.15789473684210525,0.8,7474191,openai
11,mit ettwas fündē vn̄ gnagung ettlicher gifftigen thierē/,mit ettwas füͤnde vn̄ gnagung ettlicher gifftigen thiere/,0.05357142857142857,0.25,7474191,openai
12,Und von ſolicher ſach geſchicht das ierer vil ir gemecht,Vnd von solicher sach geschicht das ierer vil ir gemecht,0.07142857142857142,0.4,7474191,openai
13,verlieren die ienen von mangels wegen der artznye fulē,verlieren die ienen von mangels wegen der artznye fulen,0.037037037037037035,0.1111111111111111,7474191,openai
14,vnd bliben on gemech/ Si haben keyn tuͦch noch teckinē,vnd bliben on gemech/ Si haben keyn tuͤch noch teckinem,0.05555555555555555,0.2,7474191,openai
15,weder lynis noch baumwollins/ Denn ſy des nit bedoͤrf,weder lynis noch Baumwollins/ Denn ſy des nit bedörf,0.05660377358490566,0.2222222222222222,7474191,openai
16,fen vnd haben keyn eygen guͦt/ Sunder alle ding ſind in,fen vnd haben keyn eygen guͤt / Sunder alle ding sind in¬,0.07272727272727272,0.36363636363636365,7474191,openai
17,nen gemein/ Si lebē ſamenhafft on künig on gebieter vn̄,nen gemein/Si leben samenhafft on kiinig on gebieter vn̄,0.10909090909090909,0.5,7474191,openai
18,iſt ir yeglicher im ſelbs herr/ So vil wiber nemen ſy ſo,ist ir yeglicher im selbs herr / So vil wiſſer nemen ſy ſo,0.08928571428571429,0.4166666666666667,7474191,openai
19,vil ſy woͤllen/ vnd d̓ ſun mit der muͦter vn̄ der bruͦder mit,vil sy woͤllen/ vnd ô sun mit der muͤter vn̄ der bruͤder mit,0.09836065573770492,0.38461538461538464,7474191,openai
20,der ſchweſter vnd der erſt mit der erſten vnd der begeg¬,der schwester vnd der erst mit der ersten vnd der begeg¬,0.07142857142857142,0.2727272727272727,7474191,openai
21,ner mit der begegneten veruneynigen ſich/ Als dick als,ner mit der begegneten veruneynigen sich/ Als dick als,0.018518518518518517,0.1111111111111111,7474191,openai
22,ſy woͤllen ſcheiden ſy die vermehletig ee/ vnd halten in ſo,sy wöllen scheiden sy die vermehletig ee/ vnd halten in so,0.1016949152542373,0.45454545454545453,7474191,openai
23,lichem gantz keyn ordnung/ Darumb habē ſy keynen tē¬,lichem gantz keyn ordnung / Darumb haben sy keynen te,0.11538461538461539,0.5555555555555556,7474191,openai
24,pel vnd halten keyn geſatzt vnd ſind nit abgetere/ Was,pel vnd halten keyn gesatz vnd sind nit abgetere / Was,0.07407407407407407,0.4,7474191,openai
25,ſol ich me ſagē Sy leben nach der natur das ſy wol epi¬,sol ich me ſage Sy leben nach der natur das ſy wol epi¬,0.03636363636363636,0.15384615384615385,7474191,openai
26,curi/ buchfüller genāt werden moͤgen den̄ ſenici/ By inē,curi/ Buchfüller genant werden mögen den̄ senici/ By in̄,0.125,0.5555555555555556,7474191,openai
27,ſind keyn koufflit noch kouffguͦt/ Die ſcharē des volcks,ſind teyn Kouſſlit noch Kouſſguͤt/ Die ſchare des volcks,0.16071428571428573,0.4444444444444444,7474191,openai
28,haben ouch kriege/ vnd on kunſt on ordnung/ Ir elteren̄,haben ouch kriege/ vnd on kunst on ordnung/ Ir elteren,0.03636363636363636,0.2,7474191,openai
29,mit yren reten̄ vnnd gebotten vnder byegen die iungen,mit yren reten vnnd gebotten vnder byegen die iungen,0.018867924528301886,0.1111111111111111,7474191,openai
30,zuͦ thuͦn was ſy woͤllen vnd rüſten ſie zuͦ ſtryttē in ſolichē,zuͤ thuͤn was sy wöllen vnd rüſten ſie zu ſtrytten in ſolichen,0.16129032258064516,0.5833333333333334,7474191,openai
31,Sy eynandern̄ gruſelich ze tod ſlaen vn̄ welche ſye alſo,Sy eyng dern̄ gruselich ze tod staen vn welche sye also,0.14285714285714285,0.7,7474191,openai
32,im krieg vnd ſtritt fahen die fuͦren ſy hyn mit das ſye die,im krieg vnd stritt fahen die fuͤren sy hyn mit das sye die,0.06779661016949153,0.3076923076923077,7474191,openai
33,by leben ſunder inen ſelbs behalten das ſy da von metzi¬,by leben sunder inen selbs behalten das sy da von metzi¬,0.05357142857142857,0.2727272727272727,7474191,openai
