line_number,ground_truth,transcription,cer,wer,bwer,document_id,method
1,Alberics Ueſpuccius Laurentio,Albericus Vespuccius Laurentio,0.10344827586206896,0.6666666666666666,0.6666666666666666,7474185,openai
2,Petri Franciſci de Medicis vil gruͦß.,Petri Francisci de Medicis ſalutem plurimam dicit.,0.5405405405405406,0.6666666666666666,0.6666666666666666,7474185,openai
3,N vergangnen tagē hab ich dir ebē wit geſchri¬,In vergangenē tage hab ich eſe dir vſe geſchri,0.32608695652173914,0.7777777777777778,0.6666666666666666,7474185,openai
4,ben von miner widerfart von den nüwen lant¬,ben von miner widerfart von den niwen land,0.06976744186046512,0.25,0.25,7474185,openai
5,ſchafften die ich mit Claſſen verſambneter ſchif,ſchafften die ich mit Claſſen vnd ſambt der ſchif,0.125,0.42857142857142855,0.42857142857142855,7474185,openai
6,fen mit ſchwerem koſten von gebot des Durchlichtigo¬,fen mit ſchwerem loſſen von gebot des Durchleuchtig,0.11538461538461539,0.25,0.25,7474185,openai
7,ſten Künigs von portigal durchſuͦcht haben vnd fundē,ſten Kuͤnigs von portugal durch ſuch hab vn̄ fünſe,0.23076923076923078,0.875,0.875,7474185,openai
8,Die man mag die Nuwen welt nennen/ So by vnſern̄,De man mag die Zunen vber nemen/ So by miͤn,0.3125,0.5,0.5,7474185,openai
9,vorfarn̄ vettern̄ dauon keyn wiſſen geweſen/ vnd allen dē,voſſari vettern daun kein niſten grewe ſin/ vn̄ allen dē,0.22807017543859648,0.8888888888888888,0.8888888888888888,7474185,openai
10,die ſolichs hoͤren eyn aller ding nuws ſy/ Sunder ouch,die ſolichs hoͤren vn̄ alle ding muͤgen/ Sunder ouch,0.18518518518518517,0.4,0.4,7474185,openai
11,das alle wenung vnßer eltern über trüfft ſo doch der mer,das alle mein vnſer eſſen vber iſt/ ſo doch der mer,0.26785714285714285,0.45454545454545453,0.45454545454545453,7474185,openai
12,teyl der ſelben ſpricht/ das über die glichmitnechtige ly¬,teyl der ſelben ſpiſch/ das ich die gütige vnd warlich,0.43103448275862066,0.5555555555555556,0.5555555555555556,7474185,openai
13,nien genant Equinoctialis. vn̄ gegē mittag keyn wonūg,mien genant Lixumio talis vnd die ſchiff vnd,0.5471698113207547,0.875,0.875,7474185,openai
14,d̓ litten ſunder alleyn dz groſ mer inhaltē/ Das ſy nennē,ſtüͤten aller eſſen vnd geſchmacke/ Alſo vnd ich,0.7192982456140351,1.0,1.0,7474185,openai
15,das Attlandiſch mer/ Und ob yemand der ſelbē wonun,das Artlandisch mer/ Und ob yemand der ſelbe vorn,0.12,0.3333333333333333,0.3333333333333333,7474185,openai
16,gen daſelbs ſyn geredt ſo habē ſy doch vß vil ſachen das,gen daſelbſe ſyn geſecht ſo hab ich doch ſi ſal machen das,0.25,0.5833333333333334,0.5833333333333334,7474185,openai
17,da wonhafftig land vnd ertrich ſy widerredt/ Aber dz ſo,da wonhaftig ſland vnd etrich ſy widerred/ Alſo ſo,0.18181818181818182,0.6,0.6,7474185,openai
18,lich ir wenen falſch vn̄ der worheit widerig ſy in alle weg,lich ir wenn falſch ſin der wodeit wider ſy in alle weg,0.13559322033898305,0.3333333333333333,0.3333333333333333,7474185,openai
19,hat diß mindeſte ſchiffung bewyßt/ So ich in den ſelben,hat diß min eſſe ſchiffung benyſt/ So ich in den ſelben,0.07272727272727272,0.3,0.3,7474185,openai
20,gegnūgen gegen mittag menſchliche inwonung funden,geſtungen geſettem mittag michenliche inmouͤng funden,0.3469387755102041,0.6666666666666666,0.6666666666666666,7474185,openai
21,hab mit vil volcks vnd vil thieren bewert/ den̄ vnſer euro,had mit vil volcks vnd vilen derer/ doch ſin eſſen euro,0.3275862068965517,0.5454545454545454,0.5454545454545454,7474185,openai
22,pa oder Aſiam oder Affricam/ vnnd ſo vil me geſunden,pa oder Aſiam oder African/ vnnd ſo ſul me geſtunden,0.09615384615384616,0.3,0.3,7474185,openai
23,temperierten lufft ſchon vnd luter me vnd luſtiger denn,empteuͤret luft ſchon vnd linte me vnd inſtlicz eſſen,0.38181818181818183,0.5555555555555556,0.5555555555555556,7474185,openai
24,in eynicher andern lantſchafft die wir wiſſen/ Als du har,in eylicher andern lant ſchaft die wir wiſſen/ Alſo vn̄ da,0.17543859649122806,0.6,0.6,7474185,openai
25,nach ſehen vnd verſtan würſt ſo ich kurtz die obern̄ ding,nach eſſen vnd verſtan wir ſo ich dieſe vber diſer ding,0.3333333333333333,0.45454545454545453,0.45454545454545453,7474185,openai
26,beſchriben vnd die ding ſo vermerckens vnd gedechtniß,beſchaben vnd die ding ſo vermer-tens vnd gedenckn,0.16981132075471697,0.375,0.375,7474185,openai
27,aller würdigeſt vn̄ von mir geſehen oder gehoͤrt in dißer,aller wirdigel ſin von mir geſchen oder geſet in dieſer,0.22807017543859648,0.5,0.5,7474185,openai
28,nüwen welt ſind/ Als harnach gezeygt würt.,niwen welt ſind/ Alſ hannach geſeyget wirt,0.16666666666666666,0.7142857142857143,0.7142857142857143,7474185,openai
