line_number,ground_truth,prediction,transkribus,cer,wer,bwer
1,It glucklicher fart Am vier,Ir glucklicher fart flin v̄ber,It glucklicher hart Flm vier,0.25925925925925924,0.6,0.6
2,zehenden tag des monats Mayen/ Tu¬,zehenden tag des monats Mayen/,zehenden tag des monats Mayen / Lu¬,0.11764705882352941,0.16666666666666666,0.16666666666666666
3,ſent fünffhūdert eyn Iars/ ſchieden wir,fünfhundert eyn Jars/ schieden wir,sent funffhudert eyn Jars  schieden wir,0.2564102564102564,0.6666666666666666,0.6666666666666666
4,von Oliſpppo nach gebott des obgenan¬,von Dlisippo nach gebott des obgenan,von Olisippo nach gebott des obgenans,0.10810810810810811,0.3333333333333333,0.3333333333333333
5,ten künigs mit dryen ſchiffen zuͦ erſuͦchē,ten küniges mit dryen schiffen zů ersúche,ten künigs mit dryen schiffen zu ersuͤchen,0.19047619047619047,0.5714285714285714,0.5714285714285714
6,nuwe land gegen Auſter/ vnd tzweintzig,An̄v̄eland gegen A̅nster/ v̄nd zweinzig,1/2,0.2894736842105263,0.8333333333333334,0.8333333333333334
7,Monet on vnderlaß fuͦren wir gegen mittag der ſelben,Monet on vnderclaß fiuren wir gegen mittag der selben,Unuwe land gegen Auster / vnd tzweintzig,0.07692307692307693,0.3333333333333333,0.3333333333333333
8,ſchiffung. vnd fart ordnung vnd wiſe iſt alſo/ Diſe ſchif,chiffung.vnd fart ordnung vnd wise ist also/ Dises schif,Monet on vnderlaß füren wir gegen mittag der selben,0.14035087719298245,0.7,0.7
9,fung iſt geweſen durch die fortunaten Inſalen/ vor ziten,fung ist gewesen durch die fortunaten Insalen / vor ziten,schiffung vnd fart ordnung und wise ist also  Sise schif,0.07142857142857142,0.4444444444444444,0.4444444444444444
10,alſo genant/ Aber zuͦ dyſen werden ſy genant die inſulen,also genant / aber zů dysen werden sy genant die infulen,fung ist gewesen durch die fortunaten Insalen/ vor ziten,0.14285714285714285,0.8,0.8
11,magne canarie/ der groſſen Canarie/ die da ſindt im drit,magne canarie/der grossen Canarie/die da sindt im drit,also genant/ Aber zu dysen werden sy genant die insulen,0.08928571428571429,0.6,0.6
