line_number,ground_truth,prediction,transkribus,cer,wer,bwer
1,Uon der neü gefunden,et in eadem diebus,Lon der neum gefunden,0.8,1.0,1.0
2,Region ſo wol ein welt genempt mag werden/,Xegion so wol ein welt genempe maq werden,Region so wol ein welt genempt mag werden /,0.11904761904761904,0.625,0.625
3,durch den Criſtēlichen künig/ von Portigal/,durch den Cristelichen fǖnig / von Portigal / mvnderbarlich erfunden,durch den Cristeͤlichen künig / von Portigai /,0.6744186046511628,1.1666666666666667,1.1666666666666667
4,wunderbarlich erfunden/,wunderbarlich ersinden/,wunderbarlich erfunden /,0.08695652173913043,0.5,0.5
5,,[missed],-,0.0,0.0,0.0
6,,[missed],Käm,0.0,0.0,0.0
7,,[missed],„ —.—,0.0,0.0,0.0
8,,[missed],-5-,0.0,0.0,0.0
9,,[missed],de,0.0,0.0,0.0
10,,[missed],(1505),0.0,0.0,0.0
