line_number,ground_truth,transcription,cer,wer,bwer,document_id,method
1,2.,C,1.0,1.0,1.0,071108002,gemini
2,Of Matrimonial Desertion.,Of Matrimonial Desertion.,0.0,0.0,0.0,071108002,gemini
3,It will be necessary to define what shall be deemed,,1.0,1.0,1.0,071108002,gemini
4,"Desertion, distinguishing it from the case of lawful Absence;",It will be necessary to define what shall be deemed,0.7868852459016393,1.1111111111111112,1.1111111111111112,071108002,gemini
5,and what steps shall be taken for giving notice.,"Desertion, distinguishing it from the case of lawful Absence;",0.9791666666666666,1.0,1.0,071108002,gemini
6,Let certain methods be established whereby the Husband,and what steps shall be taken for giving notice.,0.7777777777777778,1.0,1.0,071108002,gemini
7,and the Wife may be enabled and obliged to correspond with,,1.0,1.0,1.0,071108002,gemini
8,one another at stated intervals: and let a failure on either part,Let certain methods be established whereby the Husband,0.7846153846153846,1.0,1.0,071108002,gemini
9,for a certain time be deemed presumptive evidence of death or,and the Wife may be enabled and obliged to correspond with,0.7704918032786885,0.9090909090909091,0.9090909090909091,071108002,gemini
10,desertion. Within the dominions of the state they  might be manag=,one another at stated intervals: and let a failure on either part,0.8333333333333334,1.0909090909090908,1.0909090909090908,071108002,gemini
11,=ed in the manner mentioned in the Book of Procedure. Tit.,for a certain time be deemed presumptive evidence of death or,0.8448275862068966,0.9090909090909091,0.9090909090909091,071108002,gemini
12,"As to foreigners, upon their coming into the country",this,0.9423076923076923,1.0,1.0,071108002,gemini
13,let them be obliged to declare upon oath whether they are married,desertion. Within the dominions of the state they might be manag=,0.7538461538461538,1.0,0.8333333333333334,071108002,gemini
14,"or single; and if single whether Bachelors or Spinsters, Widowers",ed in the manner mentioned in the Book of Procedure. Tit.,0.7230769230769231,1.1,1.1,071108002,gemini
15,"or Widows. Of these declarations let Registers be kept, of which,",,1.0,1.0,1.0,071108002,gemini
16,"previous to their being married, copies should be required to be","As to Foreigners, upon their coming into the country",0.75,0.9090909090909091,0.8181818181818182,071108002,gemini
17,"produced. If married, certificates of the death of the Wife or",let them be obliged to declare upon oath whether they are married,0.7741935483870968,1.0909090909090908,1.0909090909090908,071108002,gemini
18,Husband. At present these important enquiries are left to the,"or single: and if single whether Bachelors or Spinsters, Widowers",0.8688524590163934,1.0,1.0,071108002,gemini
19,uncertain prudence of individuals. The declarations above men=,"or Widows. Of these declarations let Registers be kept, of which",0.9193548387096774,1.375,1.125,071108002,gemini
20,:tioned should be accompanied with some details respecting their,"previous to their being married, copies should be required to be",0.765625,1.2222222222222223,0.8888888888888888,071108002,gemini
21,in,"produced. If married, certificates of the death of the Wife or",30.5,11.0,11.0,071108002,gemini
22,"birth, parentage and last abode; such as may lead to detection",Husband. At present these important enquiries are left to the,0.7741935483870968,0.9090909090909091,0.9090909090909091,071108002,gemini
23,this,uncertain prudence of individuals. The declarations above men-,14.5,8.0,8.0,071108002,gemini
24,C,tioned should be accompanied with some details respecting their,63.0,9.0,9.0,071108002,gemini
